function	description	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
EC:2.7.1.14	Sedoheptulokinase	161.0	111.5	148.75	177.75	181.75	128.25	245.0	502.5	60.75	131.25	247.25	94.0	168.0	148.0	149.25	197.5	122.25	73.5	55.75	93.25	134.0	81.25	202.0	250.75	194.0	255.5	110.75	120.5	98.0	138.5	116.5	339.5	63.25	82.75	115.0	102.0	68.25	129.25	43.75	198.75	219.25	157.75	217.25	80.0	325.0
EC:2.7.1.144	Tagatose-6-phosphate kinase	293.17	632.3399999999998	182.83	221.66	205.75	181.75000000000003	307.5	648.24	268.33	241.67	356.33	543.51	568.34	277.09000000000003	229.25	368.83	453.75	178.09	167.25	3867.33	247.66	1184.0	342.5	592.0	688.7500000000001	530.6700000000002	333.66	438.92	176.84	227.5	362.25	542.84	97.92	159.74	194.41	151.17	161.82999999999996	950.75	365.83	330.75	820.66	316.00000000000006	399.33	810.17	494.84
EC:2.7.1.146	ADP-specific phosphofructokinase	762.5	345.8400000000001	369.0	594.34	280.49	680.5	578.84	646.84	415.0	744.0	367.0	720.1700000000002	725.16	406.5	494.66	996.5	809.17	501.16	564.16	45.34	825.3299999999998	94.16	728.67	866.0	963.0	633.3299999999998	808.84	840.9999999999999	688.1700000000002	421.84	394.17	1351.18	487.16	482.32000000000005	980.17	99.84	630.5	478.83	219.66	902.16	964.0	1451.33	2274.34	1365.83	1211.67
EC:2.7.1.147	ADP-specific glucokinase	762.5	345.8400000000001	369.0	594.34	280.49	680.5	578.84	646.84	415.0	744.0	367.0	720.1700000000002	725.16	406.5	494.66	996.5	809.17	501.16	564.16	45.34	825.3299999999998	94.16	728.67	866.0	963.0	633.3299999999998	808.84	840.9999999999999	688.1700000000002	421.84	394.17	1351.18	487.16	482.32000000000005	980.17	99.84	630.5	478.83	219.66	902.16	964.0	1451.33	2274.34	1365.83	1211.67
EC:2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	39740.85000000001	42624.000000000015	49925.34000000001	43877.09000000001	50509.17000000001	45150.1	47549.13	45094.60000000001	29994.630000000016	38154.750000000015	42575.01	37840.88000000001	46011.34	49640.65000000001	45278.29000000001	36596.95000000001	39925.15	40095.74000000001	52726.57000000001	44882.31000000001	46490.48999999999	42349.830000000016	46486.39	42252.62	42917.42	41599.040000000015	33725.70000000001	42734.23	45178.38	48651.28999999997	37285.69000000002	47799.48	43204.470000000016	42508.360000000015	49094.38000000001	42107.330000000016	42056.88000000001	38115.76000000002	37118.42000000001	47945.12	42330.66	43100.66	38863.88	37216.93000000002	46131.28000000001
EC:2.7.1.15	Ribokinase	35065.97	53933.91	57712.01	45276.7	61869.67	53463.0	56853.81000000001	51565.44	22943.95	37275.03000000001	38384.37	38772.44	67947.92	64340.77000000001	61986.05	36310.570000000014	39738.3	46776.33	66231.9	62214.7	56904.88000000001	54756.52999999999	48529.58	42377.95	45347.98	52688.41	29347.42	39295.19	50809.67	60527.66999999999	38773.45	60928.59	43047.23999999998	51164.58999999999	54591.99	55147.37000000001	39578.73	46804.85000000001	35857.08	61813.69	49762.41	50316.16	43316.29	43446.03000000001	61512.01000000001
EC:2.7.1.156	Adenosylcobinamide kinase	33672.270000000004	30854.01000000001	40721.01000000002	30654.840000000004	41785.330000000016	33813.09	39152.18	36313.10000000001	18978.21	28170.85000000001	35862.259999999995	24972.73000000001	33906.84	36061.91000000002	33933.95000000001	28269.360000000015	29964.17000000001	26097.19	46026.59	22790.44	34832.999999999985	25952.17	37823.31000000001	33719.54	33443.509999999995	33100.79000000001	22145.810000000005	29270.620000000006	38843.47	37943.58999999998	26570.700000000008	40008.25	36498.99000000002	31430.420000000016	39720.210000000014	34846.01000000002	31711.320000000014	27703.180000000004	25504.160000000003	38106.7	29775.659999999996	34127.98999999998	30087.299999999992	28144.35000000002	29793.43000000001
EC:2.7.1.16	Ribulokinase	977.0	1604.58	2175.83	2093.83	1075.5	1513.34	3007.29	663.6700000000002	546.3299999999998	1286.4	312.17	1363.0	1411.67	1291.33	1377.33	757.33	1298.15	3649.71	1892.3	4621.04	3818.73	6564.32	686.33	839.5	1757.33	653.0	1021.97	2272.11	836.67	676.13	742.0	1491.33	1823.31	1805.17	2537.33	1972.0	2951.64	1028.17	817.83	1214.0	1105.08	1203.67	1172.83	1187.0	1671.11
EC:2.7.1.165	Glycerate 2-kinase	8.5	3.0	4.5	7.0	3.5	6.0	2.0	7.0	8.5	5.5	6.0	8.5	2.5	5.0	3.0	9.0	2.0	4.0	4.0	7.5	6.0	7.0	4.5	5.0	8.5	7.0	5.5	4.0	6.5	7.0	11.0	4.0	8.0	7.0	7.5	5.5	6.0	13.0	19.0	9.5	15.0	12.0	4.0	7.5	6.5
EC:2.7.1.167	D-glycero-beta-D-manno-heptose-7-phosphate kinase	5922.17	208.71	250.25	417.33	969.16	687.45	694.2099999999998	333.5	136.5	157.15	2457.58	605.1600000000002	403.5100000000001	291.9899999999999	1196.83	236.66	120.76	258.29	274.29999999999995	3901.6	398.96	5915.63	274.99	173.17	187.66000000000003	171.32999999999996	244.86000000000004	272.0	704.5	240.91	360.24999999999994	2200.83	199.64	257.67	335.16	289.67	730.3	528.91	402.66	524.5	622.14	3817.67	3219.75	2035.83	2100.08
EC:2.7.1.168	D-glycero-alpha-D-manno-heptose-7-phosphate kinase	6108.17	10732.68	12710.58	7039.75	13146.74	10373.25	14081.84	5991.33	3986.58	6903.42	2938.08	7073.68	16315.0	13075.84	13455.41	7736.83	6642.42	9270.0	14162.91	4253.42	10352.49	2838.91	6061.17	6382.25	9951.0	8710.0	4758.75	4350.17	8271.51	12375.84	4344.67	14297.52	7775.08	10535.06	9115.33	11973.01	7361.58	5538.58	4443.24	12604.91	6572.41	9583.08	7789.92	4789.5	9865.51
EC:2.7.1.17	Xylulokinase	41369.27	55530.41	62026.66000000003	49168.09000000001	63467.66000000003	58058.79	65067.76	53428.84000000001	26102.790000000005	43647.17	40347.75	42745.81000000001	68788.08	63338.0	63576.37000000001	43975.210000000014	42817.5	49103.02	69335.20999999999	49214.05	58860.3	41549.20000000001	52221.90000000001	47854.7	54964.09	54243.88000000001	36035.320000000014	42578.819999999985	53867.80999999999	63759.01999999997	36044.19000000002	63699.92	46420.17000000001	52039.080000000016	55342.22000000001	54168.97000000002	42288.58	39666.460000000014	34321.83	60763.19	47558.7	54238.9	49255.22	43141.67000000001	59112.88000000001
EC:2.7.1.170	Anhydro-N-acetylmuramic acid kinase	113.33	1172.39	811.9900000000001	1543.83	360.83	1598.04	699.2099999999998	352.33	170.83	300.81999999999994	119.08	610.5799999999998	344.17	162.99000000000004	707.83	104.0	259.76000000000005	787.1200000000001	593.97	8234.43	635.7800000000002	7455.96	72.66	75.33	271.32	119.67	1541.87	675.0	105.01	115.24	397.08	265.66	549.48	542.67	520.5	457.83	752.97	423.41	422.33	400.83	276.79999999999995	762.17	482.58	1061.99	613.25
EC:2.7.1.175	Maltokinase	0.0	0.0	52.0	45.5	31.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.5	48.0	58.5	58.0	50.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:2.7.1.176	UDP-N-acetylglucosamine kinase	46.0	38.5	6.5	14.0	3.0	8.5	10.0	49.5	29.0	51.0	18.5	33.0	20.0	10.0	16.0	35.0	20.5	16.5	6.5	10.5	15.5	5.0	32.5	44.0	67.5	41.0	27.5	19.0	5.0	7.0	134.5	47.0	13.5	11.0	12.5	8.5	17.5	343.0	54.5	123.0	393.5	185.0	57.0	195.0	52.0
EC:2.7.1.177	L-threonine kinase	66.0	501.75	26.87	26.5	8.0	27.5	23.25	45.75	61.67	51.08	61.71	432.37	364.83	106.13	77.37	120.95	303.0	75.42	63.58	3751.5	87.62	1070.67	119.5	330.0	461.83	272.79	208.33	289.37	65.33	80.58	64.08	28.0	11.58	15.2	10.08	6.42	14.05	86.92	68.25	70.75	91.33	20.5	25.12	62.290000000000006	23.21
EC:2.7.1.181	Polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase	1.0	0.0	1.0	5.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0	0.0	4.0	0.0	2.0	1.0	0.0	0.0	5.0	5.0	1.0	3.0	10.0	0.0	0.0	1.0	1.0	1.0	4.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	6.0	1.0	1.0	0.0	0.0
EC:2.7.1.184	Sulfofructose kinase	43.0	2.14	14.0	13.0	32.0	1.29	5.29	6.0	4.0	9.57	11.0	9.0	19.0	4.0	1.5	4.0	41.43	26.71	2.14	215.43	22.79	46.71	11.0	4.0	35.0	5.0	24.86	9.0	13.0	7.57	4.0	33.0	7.14	45.0	32.0	82.0	38.14	20.0	5.0	38.5	19.14	38.5	9.0	15.0	3.0
EC:2.7.1.19	Phosphoribulokinase	3.0	6.47	4.66	8.33	1.0	53.62	48.46	14.67	9.33	9.57	9.0	3.66	4.67	5.33	9.83	14.0	11.76	135.87	182.8	3799.76	334.12	5806.71	6.66	5.0	8.66	7.0	25.03	10.33	6.67	4.24	17.0	2.33	13.81	13.67	6.33	6.5	10.14	18.0	15.66	12.5	4.8	11.17	7.5	12.33	9.0
EC:2.7.1.2	Glucokinase	52385.35000000001	67655.42000000001	72068.13	62273.93000000001	70765.74000000003	67829.59000000001	71912.73	61357.93000000001	41194.3	53481.00000000001	52314.38	55932.09000000001	74779.26	69806.11000000003	71148.82000000004	55431.39000000001	52949.32	59321.74000000001	77220.23	116335.07	64281.76999999999	120042.99000000006	58100.07	53631.95	62394.58000000001	62481.57000000002	49726.54000000001	55791.76999999999	59795.55999999999	68129.87999999998	51617.2	72874.17	59767.38000000001	66810.96000000004	67203.37000000001	69520.59	61650.67000000001	58446.34	52159.42000000001	72273.78	58993.91	62582.90999999999	56048.34	56372.13000000003	67968.08
EC:2.7.1.20	Adenosine kinase	879.17	738.83	1022.67	892.33	1231.33	775.31	892.33	1167.33	278.5	882.0	1628.33	352.67	828.67	1595.83	1392.0	680.33	467.83	591.24	1456.33	170.81	371.96	101.0	1133.33	1096.0	880.67	1223.0	370.83	591.0	1003.33	738.67	476.0	2140.33	179.14	241.5	327.5	302.30999999999995	716.9699999999998	680.12	674.5	567.0	687.67	3798.5	3103.67	2023.0	2043.0
EC:2.7.1.21	Thymidine kinase	6253.0	9328.2	7719.61	11309.25	4123.9	7830.219999999998	5045.3	5878.58	9739.58	9411.9	5345.29	12419.88	6212.51	4841.88	5496.44	10685.95	10265.29	12168.14	6151.63	38262.24	9018.62	37348.01	6515.75	8405.17	10223.74	6716.95	12783.25	13886.02	7050.85	5204.52	12343.25	5770.52	20336.48	13200.929999999997	14516.65	11209.92	13326.43	13336.66	12674.32	7572.33	10922.929999999997	10172.84	10234.78	22155.03000000001	12109.11
EC:2.7.1.22	Ribosylnicotinamide kinase	24.5	10.14	13.16	12.83	15.5	24.62	13.29	26.67	16.33	15.4	4.67	13.83	13.67	12.33	11.33	4.0	27.76	89.03999999999998	134.97	3783.76	286.62	5820.21	11.66	9.0	22.66	13.0	21.36	15.83	16.67	12.74	11.33	36.33	18.81	61.67	36.33	64.5	33.64	8.5	9.66	41.0	22.8	53.67	11.33	17.5	6.5
EC:2.7.1.23	NAD(+) kinase	39850.85000000001	42638.330000000016	49936.34000000001	43896.09000000001	50520.17000000001	45167.1	47562.3	45152.60000000001	30050.630000000016	38199.42000000001	42631.34	37864.210000000014	46036.34	49645.65000000001	45282.29000000001	36817.95	39932.15	40130.070000000014	52812.9	45874.81000000001	46573.48999999999	42403.830000000016	46491.39	42259.62	42931.42	41614.040000000015	33756.87000000002	42757.23	45187.38	48652.28999999997	39236.36	48227.48	43766.470000000016	42804.860000000015	49713.38000000001	42176.830000000016	42291.88000000001	42455.76000000002	37721.42000000001	48544.12	44184.66	43342.66	40182.05	41524.26000000002	46734.28000000001
EC:2.7.1.24	Dephospho-CoA kinase	37803.540000000015	41134.01	47901.03	42186.789999999986	48078.19	43283.77000000001	45152.63999999999	43278.95	29833.300000000007	36943.1	40192.7	36954.58	44300.34	46784.67000000001	42883.31000000001	36075.98	39329.82	40060.75	50892.91	45702.84	45894.8	42318.52	44784.75	40365.62	41229.73000000002	39502.74	32603.56	41492.23999999998	42734.73	47143.93	38915.039999999986	45490.47	45036.16	43541.55	50203.73000000001	42342.51999999998	42919.57	41934.12	36882.11	47370.13000000001	43418.99	39004.01	37200.7	39734.28000000001	44266.28999999999
EC:2.7.1.25	Adenylyl-sulfate kinase	1631.6799999999996	1040.9600000000003	1490.3899999999994	4716.089999999998	853.6800000000003	2672.88	1483.2899999999993	2009.7699999999993	3822.63	1676.75	1843.47	3885.8299999999986	931.01	923.4300000000003	808.2600000000003	5553.419999999999	1221.59	2667.1500000000005	1800.5000000000002	33924.53000000001	1064.7700000000002	35509.14	1067.9699999999998	1646.37	1492.5899999999995	912.5000000000003	3721.01	4225.66	1830.79	858.7299999999997	2119.189999999999	2848.21	1591.8099999999995	2507.3499999999995	1073.97	692.1500000000003	1812.75	1524.0099999999993	2755.4299999999994	1553.46	1183.5600000000004	4518.08	3834.09	3008.639999999999	3626.2
EC:2.7.1.26	Riboflavin kinase	39921.35000000001	42888.830000000016	50787.84000000001	44835.59000000001	50697.17000000001	45867.1	47878.3	45255.60000000001	30242.630000000016	38476.92000000001	42679.84	38162.210000000014	46119.34	49762.65000000001	45422.29000000001	37079.45	40220.15	40876.570000000014	53214.9	46578.81000000001	47043.98999999999	42796.330000000016	46652.89	42377.62	43192.92	41744.540000000015	34112.87	43262.23	45280.38	48718.28999999997	39427.86	48518.98	44693.97000000002	43942.360000000015	50976.88000000001	43340.830000000016	44488.88000000001	42606.26000000002	37906.42	48769.12	44364.66	43787.66	40452.55	42009.26000000002	47304.78000000001
EC:2.7.1.29	Glycerone kinase	250.0	617.12	698.75	509.84	236.24	219.08	171.42000000000004	185.09	83.5	274.14	178.49999999999997	664.4200000000002	822.66	149.75	519.91	168.49999999999997	488.78	2353.83	612.6899999999998	445.2000000000001	2421.41	377.58	164.17000000000004	431.5	593.75	373.83	541.0600000000002	1155.25	118.67	88.48	200.92	154.67999999999995	455.19	389.57	715.92	351.3400000000001	452.78	546.5799999999998	304.16	199.41	364.78	111.83	276.34000000000003	501.33	207.17
EC:2.7.1.3	Ketohexokinase	0.0	2.33	0.0	0.0	0.0	0.0	1.17	0.0	0.0	1.67	7.33	0.33	0.0	0.0	0.0	0.0	0.0	2.83	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17	0.0	0.0	0.0	1.67	0.0	0.0	0.0	6.0	4.5	0.0	9.0	0.0	0.0	0.0	0.0	4.17	5.33	0.0
EC:2.7.1.30	Glycerol kinase	44339.94	54511.12000000001	57965.25000000002	41936.67000000001	61548.74000000003	50761.74	56906.55	51460.01000000001	25884.540000000005	39735.34	43205.34	40493.23	65781.33999999997	60761.16	60926.20000000001	39317.20000000001	40144.46	43812.41	65321.48	23677.26000000001	54475.17	20550.02	48628.64000000002	44310.54	49873.09	52993.96000000002	29532.060000000005	38381.599999999984	50524.63999999999	60013.09999999997	34357.19000000002	57233.74999999999	41584.220000000016	48452.50000000002	49551.63000000001	53171.17000000001	38860.460000000014	38945.17	34221.990000000005	55659.11	43657.51	49675.31999999999	39868.38	39640.01000000002	53407.57000000001
EC:2.7.1.31	Glycerate 3-kinase	27393.020000000004	32503.550000000014	41710.67000000001	34389.09000000001	41813.59000000001	36605.72	39791.84	36578.19000000002	23998.46000000001	31370.910000000003	32527.929999999997	31518.290000000008	39474.17	41055.58	35612.040000000015	29073.290000000015	33594.5	33187.11	46279.46	42714.070000000014	39331.279999999984	40301.460000000014	39169.890000000014	34156.96	33403.509999999995	34541.04000000001	26778.06000000001	35000.48	39745.21	42043.019999999975	31591.86000000001	41574.319999999985	38169.360000000015	35999.94000000002	42191.63000000001	36554.16000000002	32286.36000000001	31287.1	29866.080000000016	41106.37	34597.96	33479.48999999998	32450.13	33885.93000000001	38359.7
EC:2.7.1.33	Pantothenate kinase	45420.98000000001	54553.51000000001	57746.92000000001	50988.96000000001	59066.03000000003	53640.87	54874.64	54970.30000000001	32898.340000000004	43421.460000000014	48785.00000000001	44359.43000000001	58371.50999999999	57548.79000000001	57519.40000000001	43222.07000000002	45542.65	46707.11	62570.93000000001	51740.11000000001	53373.19	49591.61000000002	52631.56000000001	48014.66	51595.59	52625.91000000002	38961.87000000002	48399.81999999999	50443.02	56457.08999999998	45366.07000000001	54186.37	47713.41000000001	51605.12000000002	53329.87000000001	51890.93000000001	47493.35000000001	53832.3	43873.03000000001	56962.25	52781.82000000001	49892.82999999999	44072.8	47499.34000000001	53638.09
EC:2.7.1.35	Pyridoxal kinase	30027.210000000006	36099.73	46765.44	36838.45	48699.52	39493.17000000001	44351.59	40160.7	20256.54	31683.42	35213.209999999985	27666.17	41837.929999999986	47415.42000000001	41458.890000000014	28321.4	32959.829999999994	37409.22	51082.89	45711.05	46606.21000000001	46039.48	42505.41	37299.789999999986	36880.400000000016	37069.24000000001	24872.67	34206.48999999998	42333.819999999985	45867.17	32540.620000000006	45536.55	40203.17	36694.72	47080.65000000001	38841.289999999986	35619.4	36486.91	29117.77	45606.71000000001	38750.210000000014	36390.76	33277.44	33243.610000000015	39577.13
EC:2.7.1.36	Mevalonate kinase	320.0	134.77	575.0	455.0	156.0	301.22	120.34	174.0	70.0	285.3400000000001	128.66	288.66	451.0	38.0	449.0	297.0	182.89	2456.83	886.99	1288.61	2470.11	428.11	45.0	115.0	82.0	149.0	325.4500000000001	1057.78	138.0	22.89	2296.34	534.0	991.0	598.5	1278.0	266.0	594.0	4917.0	901.0	778.0	2248.11	323.0	1657.34	4821.66	704.11
EC:2.7.1.39	Homoserine kinase	10543.75	13357.58	11621.11	11027.83	9228.08	10151.59	9347.96	10320.75	8265.0	9122.15	8266.79	8947.279999999999	8113.5	9533.79	9992.95	9232.2	9582.23	11264.88	8042.13	9921.79	12563.93	9080.49	10121.83	11312.08	13529.32	9178.54	9647.89	11072.23	8464.42	8893.04	11513.66	8067.08	18250.31	11275.87	15825.16	10582.25	13722.19	15452.5	10426.08	10574.58	13814.07	12769.17	9438.37	19110.45	12774.07
EC:2.7.1.4	Fructokinase	43574.27000000001	49327.74	55526.66000000001	50827.91	56383.91000000003	50069.61000000001	52520.43	48875.93000000002	36774.13000000001	45688.73	46080.51	44221.78000000001	51174.35	55933.24000000001	50170.02	41213.360000000015	46201.46	51221.37	57700.10999999999	103787.08000000002	56260.87999999999	101330.72000000002	50998.13999999999	47483.36	49568.08	45321.11000000002	41825.02	49359.34	47730.49	57264.75999999997	44189.94000000001	50544.55	50909.39000000001	48862.94000000002	54841.37	48432.89000000002	49291.27000000001	47138.35000000001	43649.74	52586.55	48066.15	42674.34	42033.28999999999	42708.330000000016	48835.74000000001
EC:2.7.1.40	Pyruvate kinase	41772.070000000014	44632.80000000002	51404.84000000002	45157.39000000002	51652.57000000002	46671.05	49390.67000000001	46607.67000000001	31470.04	39364.140000000014	44048.2	39614.87000000002	47450.08999999999	50934.09000000002	46418.97000000002	37843.13000000001	41126.08	40872.84	53496.53000000001	50173.7	47560.08	47873.1	47376.27	43734.12	44533.26000000001	42778.63000000001	35097.630000000005	44042.84000000001	46713.28999999999	49626.88999999996	39387.59	48630.57	44060.84000000001	42951.710000000014	49936.28000000001	42432.220000000016	42511.460000000014	42309.23	38006.22	49140.86000000001	44233.70999999999	43410.98	40420.51	41697.190000000046	47190.150000000016
EC:2.7.1.45	2-dehydro-3-deoxygluconokinase	43194.98	53361.10000000001	72268.64000000003	53872.06000000002	70555.07000000004	59378.86	70054.59000000001	63145.67000000001	31421.7	48956.90000000001	59162.07	46133.03000000002	59590.59	58782.57000000002	55539.09000000001	37985.27000000001	50375.64	44879.77000000002	81294.61	43854.56000000001	58053.64999999999	41509.53	61813.45000000001	54660.21000000001	53912.70000000001	54718.26000000002	31131.49	47877.26000000001	60863.04999999999	66576.52999999996	43033.36	61385.01000000001	45743.10000000001	52904.06000000001	47223.19000000001	49247.97000000001	52573.080000000016	39207.16	41696.8	58653.37	43250.48999999998	44093.32	41405.22	28458.9	41649.570000000014
EC:2.7.1.48	Uridine kinase	39243.430000000015	57164.26000000001	58255.87000000001	54563.01000000001	57173.99000000003	54983.18000000001	53934.14	52849.01000000001	34263.710000000014	46558.92000000001	45812.72	50511.85000000001	59509.01	56964.04000000001	56549.65000000001	43694.49000000001	50459.16	50803.74000000001	63108.99	78494.15000000001	54804.17999999999	72815.58	54599.64000000001	50249.38000000001	54473.50000000001	53782.080000000016	45022.29000000001	55278.94999999999	50484.97999999999	57102.28999999997	46198.36000000001	57384.91999999999	53653.89000000002	58670.450000000026	57580.79000000001	56202.58000000001	54038.67000000001	48462.17000000001	48022.74000000001	57783.95	50961.57000000001	49982.15999999999	47026.32000000001	46657.79000000002	55803.34
EC:2.7.1.49	Hydroxymethylpyrimidine kinase	36572.85000000001	34041.250000000015	42866.09000000001	34549.42000000001	42233.51000000002	36640.44	41746.55	40188.27000000001	24494.96000000001	32880.51000000002	39964.59	30187.21000000001	36991.669999999984	37560.99000000001	36114.290000000015	31270.620000000014	34536.15	30505.980000000003	48808.89	45290.47000000001	37265.48999999998	41368.91000000002	40713.720000000016	36653.62	37417.76	36832.710000000014	27633.870000000006	34055.56	40023.71	39615.95999999997	32768.95000000001	41113.81000000001	39471.470000000016	35993.86000000001	41901.05000000002	36807.000000000015	36252.55000000002	35079.35000000001	31267.75000000001	39497.79	35567.66	36667.66	34714.139999999985	37143.26000000002	34262.700000000004
EC:2.7.1.5	Rhamnulokinase	23866.35000000001	34209.56000000001	39123.13000000001	30460.67000000001	42159.09000000001	34405.58	34069.710000000014	36977.60000000001	18515.37	28519.51000000001	30906.22	27582.35000000001	45799.67	40347.03000000001	40152.17000000001	23281.590000000004	28178.51	30118.91000000001	47618.08	61522.31000000001	38126.459999999985	60691.05000000001	34971.06000000001	30568.370000000006	28888.18	36377.34000000001	18441.680000000004	27181.58	32306.47	44316.97999999998	24443.36000000001	37465.23	21781.59	33194.740000000005	30008.89000000001	35715.18000000001	26797.03000000001	22480.14	25870.67000000001	37658.7	26103.630000000005	28283.24	24551.09	17906.22000000001	31708.550000000007
EC:2.7.1.50	Hydroxyethylthiazole kinase	17373.640000000007	21590.670000000006	22471.790000000005	15968.8	23795.89000000001	19745.56	22214.21000000001	16910.4	10055.41	16157.72	10955.9	13748.05	25554.579999999994	23118.660000000003	24070.21000000001	19074.870000000006	16372.49	16947.68	22861.200000000008	10979.9	21341.35	9959.96	17218.390000000007	18165.75	21812.26	19871.630000000005	17068.449999999993	14589.43	18868.5	20842.409999999974	14617.57	27143.86	26197.92000000001	22336.110000000004	31448.310000000005	25267.96000000001	18651.600000000006	21802.6	15656.88	24997.90000000001	22276.99	25452.15	22659.5	23272.720000000023	23954.450000000008
EC:2.7.1.51	L-fuculokinase	4190.33	8570.14	6495.5	3290.5	6769.17	5465.45	3709.96	6313.84	4701.5	4939.73	3216.67	5194.83	12414.17	6345.16	10125.33	9668.16	4043.26	6560.54	8033.8	4578.26	7562.29	6428.54	3434.0	3723.83	5453.16	8455.83	2893.36	3054.16	4024.17	7886.41	3415.67	6735.83	3166.14	7266.34	3576.16	7778.17	3025.14	6124.34	3993.5	8199.67	5147.14	5997.84	5686.0	5343.17	6223.33
EC:2.7.1.52	Fucokinase	19.0	2.0	4.0	7.0	14.0	1.0	4.0	6.0	3.0	7.0	0.0	6.0	7.0	4.0	1.0	0.0	14.0	0.0	0.0	14.0	3.0	12.0	5.0	3.0	14.0	5.0	1.0	1.0	8.0	6.0	4.0	30.0	7.0	45.0	32.0	59.0	31.0	4.0	0.0	31.0	15.0	38.0	9.0	1.0	1.0
EC:2.7.1.53	L-xylulokinase	99.0	7.14	13.0	18.0	12.0	28.29	48.29	52.0	2.0	8.57	62.0	16.0	6.0	24.0	42.5	46.0	12.43	24.71	18.14	168.43	36.79	43.71	4.0	18.0	16.0	24.0	34.86	8.0	15.0	7.57	8.0	28.0	8.14	5.0	6.0	0.0	8.14	10.0	2.0	13.5	10.14	14.5	10.0	7.0	18.0
EC:2.7.1.55	Allose kinase	1.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	646.0	4.0	353.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	6.0	9.0	3.0	1.0	1.0	1.0	14.0	10.0	6.0	6.0	30.0	15.0	5.0	14.0	5.0
EC:2.7.1.56	1-phosphofructokinase	29934.560000000005	38057.94000000002	44393.74000000001	31739.300000000014	45850.21000000002	38272.92000000001	42171.55	41044.06000000001	20195.07	29965.060000000016	32771.85000000001	29895.27000000001	48093.74999999999	44488.45	42587.000000000015	30083.34000000001	32461.990000000005	30589.110000000004	51082.45	18214.010000000006	40910.01	11933.2	39398.890000000014	34474.83	34697.17	39965.59000000001	22755.040000000005	30518.730000000003	41295.099999999984	44951.49999999998	34279.900000000016	45918.63	36373.70000000001	38315.97	44103.56000000001	40229.74000000001	31086.240000000016	45477.96000000001	29809.45	46492.39000000001	41639.81000000001	37678.48	34564.79999999999	44536.26000000002	41654.500000000015
EC:2.7.1.58	2-dehydro-3-deoxygalactonokinase	85.0	91.14	72.0	106.0	67.0	110.29	159.29	107.0	10.0	57.57	92.0	44.0	49.0	64.0	86.0	57.0	57.43	149.70999999999995	121.14	249.43	157.29	44.71	54.0	36.0	57.0	69.0	54.86	47.0	68.0	40.57	80.0	66.0	33.14	71.0	71.0	101.0	68.14	28.0	34.0	141.0	34.14	68.0	26.0	30.0	40.0
EC:2.7.1.59	N-acetylglucosamine kinase	2.0	4.1400000000000015	27.66	36.33	23.5	16.62	6.79	14.67	8.83	6.9	0.67	2.33	4.67	5.33	9.83	3.0	9.76	81.53999999999998	128.97	3753.76	270.12	5806.71	3.66	2.0	5.66	6.0	16.86	10.33	5.67	3.24	1.33	2.33	29.81	46.67	28.83	26.0	29.64	1.0	1.66	5.5	0.8	7.17	0.33	1.0	1.0
EC:2.7.1.6	Galactokinase	30195.180000000015	36406.92000000001	45579.67000000001	38830.26000000002	44614.59000000001	40726.93	42880.55	39008.02000000001	27333.96000000001	34506.67000000001	34999.599999999984	34135.460000000014	41687.84	43235.070000000014	38591.540000000015	33607.29000000001	35906.57	35636.400000000016	48526.16	40344.640000000014	41638.819999999985	40372.91	41192.56000000001	37130.62	37011.67000000001	36684.37000000002	29900.54	38060.48	41153.72	43943.78999999999	34804.360000000015	44026.15	40934.890000000014	39995.78000000001	47040.30000000001	39219.49000000001	38046.38000000001	33658.26000000002	33541.42000000001	44573.37	38003.16	36932.16	34850.46	36515.26000000002	41773.20000000001
EC:2.7.1.60	N-acylmannosamine kinase	1.0	3.14	3.66	2.33	0.0	12.62	5.29	14.67	7.33	2.9	0.67	0.33	4.67	5.33	7.83	3.0	1.76	58.04	127.47	3584.76	239.12	5775.71	3.66	2.0	2.66	6.0	3.86	3.33	2.67	2.24	1.33	2.33	6.81	6.67	0.33	0.0	0.14	1.0	1.66	4.5	0.8	7.17	0.33	0.0	1.0
