Pathway	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
MicroRNAs in cancer [PATH:ko05206]	94715.9	111908.35999999997	144495.67999999996	123724.63999999997	151145.00999999995	130783.37	144083.41999999998	135441.63999999998	75539.28000000001	105853.73	126880.12999999998	97839.25999999997	126871.02	155738.54999999993	127133.64	92380.04999999999	109019.12999999998	104739.85	156875.79000000007	92685.76999999999	132505.66000000006	98386.0	147550.19999999998	123024.72	114675.23999999999	119870.42999999992	80701.83999999997	120265.28999999996	144834.26	149933.55000000005	103099.89999999997	135845.47	96552.97999999997	107569.7	122372.60999999999	106307.97999999995	109158.58999999997	93511.37	93970.80000000003	140381.85	113368.13	104950.86999999998	97266.12000000001	71255.63	125963.18999999994
Mineral absorption [PATH:ko04978]	41140.92999999999	37351.32000000001	45954.48	36170.32000000001	49690.13000000001	38986.829999999994	43900.049999999996	40513.06000000001	21303.83	31354.489999999998	41559.060000000005	29530.77	41887.34	47785.5	42443.89000000001	27984.800000000003	32954.42	36045.11000000001	49465.94	15663.48	43554.17000000001	12337.62	41137.66000000001	36721.91	36407.07000000001	36777.0	24560.11	33517.58	42600.6	44942.91999999999	31089.08	45366.939999999995	38291.75	35177.44	44292.32000000001	37423.31	34458.0	34290.81	28640.980000000003	40444.23000000001	37009.62000000001	43899.33	37189.340000000004	38576.23	42810.69
Mismatch repair [PATH:ko03430]	761386.9500000001	838188.7700000004	974905.4700000003	840873.9299999998	994210.4600000003	883937.58	934521.2000000002	881284.8400000003	553867.3000000002	728680.1100000003	817955.7999999999	728233.8700000001	924852.6499999999	981944.0900000002	901094.7800000003	701954.3600000001	759088.9400000002	771075.2100000002	1044895.03	909491.9800000002	905745.2899999997	834108.1700000003	899860.4000000001	808000.4699999999	823128.7800000001	822129.6800000004	629375.3100000002	808889.8300000001	890787.8600000001	962492.9199999993	731920.3899999999	936640.6799999997	805813.8300000004	820478.7900000003	923894.6000000002	816866.3600000003	782084.8400000004	787124.0200000001	701675.6400000002	947575.93	829428.02	820699.6300000004	750611.8300000001	751649.9900000003	893656.9900000003
Mitochondrial biogenesis [BR:ko03029]	1202442.5200000005	1266599.1000000008	1507554.8400000003	1318864.5600000003	1533799.9600000002	1363998.97	1443574.34	1368731.4700000004	876496.3500000002	1137487.5700000005	1297753.2499999998	1126547.9600000004	1380195.43	1505715.9500000004	1359926.4200000006	1072428.23	1183433.6600000004	1189310.330000001	1602482.66	1372802.99	1392904.78	1248643.26	1404222.9799999997	1263852.6200000003	1268345.9899999998	1243799.8000000005	986401.1500000003	1267174.4800000002	1379987.8499999994	1478204.3899999992	1155166.7900000003	1445406.05	1282138.2300000004	1261390.1800000002	1457895.510000001	1242750.4300000006	1235421.37	1232480.0000000002	1106768.7700000005	1447004.1400000006	1299671.51	1284097.93	1181431.9500000002	1198021.9600000007	1391644.9500000007
Monobactam biosynthesis [PATH:ko00261]	208745.88000000006	253173.0500000001	280669.13	244883.17000000007	281683.0000000001	262055.53	270784.33999999997	248229.23000000004	154135.68000000005	208699.73	217879.1	220737.43000000005	285562.6699999999	275935.75000000006	271480.51000000007	210042.93000000005	211614.06000000003	230905.73	304786.9	343116.50000000006	257840.28999999995	323277.30000000005	241855.0	220985.23000000004	240510.25	242502.5300000001	189939.07000000007	230310.79000000004	244118.58	274072.33999999985	193404.06000000006	275924.14	222730.22000000006	246003.81000000008	251802.64000000004	244355.59000000008	221853.35000000006	203295.44000000006	198598.15000000005	272555.49	226910.77000000002	243899.16999999993	217843.87	199491.62000000008	260071.99000000005
N-Glycan biosynthesis [PATH:ko00510]	46373.34	44858.070000000014	64215.28	53926.990000000005	68425.79000000001	57326.52	62232.71999999999	57310.48	33383.259999999995	46172.810000000005	59436.76	45773.70000000001	58221.59	71030.64	56167.91000000002	33113.49000000001	45674.770000000004	47429.369999999995	69613.20000000001	41117.46	55733.04	41677.35000000001	62268.740000000005	50186.16	43258.85	49555.93	28923.510000000006	50114.72	61680.439999999995	68964.34999999999	45202.5	55757.3	37151.19000000001	47015.38000000001	43301.740000000005	43719.87000000002	45326.53000000001	33998.26000000001	41548.2	59799.42	43109.63999999999	40951.06	36313.31	23613.01000000001	54891.23000000002
NOD-like receptor signaling pathway [PATH:ko04621]	189843.22000000003	181313.85000000003	228366.83999999997	195533.32	230379.96000000002	203843.47000000003	216849.26	203062.33000000002	114866.24000000005	167041.99	194734.46000000002	159879.87000000002	200867.27999999997	226636.37000000005	203107.61000000002	145562.39000000007	169158.27000000002	168395.78000000003	234745.6	207175.56999999995	204621.77000000002	179452.76	212956.62000000002	190459.42	183375.92000000004	182754.13	136510.25000000003	181819.46000000002	217826.87	222471.49	155908.81000000003	213971.36	178310.04000000004	175349.62000000005	216096.55	179641.50000000003	170138.63000000003	154459.02000000005	149516.78000000003	209588.76000000007	174925.56999999998	191820.49999999997	169773.22	152112.96000000008	200816.93
Naphthalene degradation [PATH:ko00626]	19684.809999999998	29952.679999999993	28851.190000000002	21110.6	27751.67	24721.340000000004	26957.96	22057.02	16669.04	21270.58	16809.86	22759.010000000002	37799.44	27886.339999999997	33018.78999999999	26540.29	21027.86	32946.490000000005	35193.979999999996	48798.54000000001	34965.090000000004	41950.149999999994	18412.14	20443.62	27334.16	28401.15	19083.9	20764.87	20992.64	24836.63	22619.71	41635.55	20427.47	29438.52	29640.81	33595.83	23173.29	33518.6	23588.67	30298.21	26207.739999999998	43685.51	41706.880000000005	38760.020000000004	36092.2
Necroptosis [PATH:ko04217]	195405.87000000002	218845.00000000006	266917.82	222788.72000000003	276227.5800000001	238648.47	260439.74000000002	240950.31000000006	147467.45	198119.35000000006	222440.02000000002	188164.43000000005	248364.37	270657.99000000005	240145.10000000006	182366.43000000008	202201.22	200627.14000000004	287393.93000000005	246814.78000000003	242476.6699999999	241363.63000000003	251101.5000000001	221687.03	221764.57	220779.15000000008	162663.62000000002	210918.99999999997	245778.31	268405.45999999985	189237.04000000007	253314.66	208186.51000000007	215048.78000000006	243555.96000000008	212111.60000000003	207198.88000000006	186004.69	183058.15000000002	255260.25000000003	213886.40999999997	212506.54	190418.91999999998	170076.69000000012	233411.69
Neomycin	52512.60000000001	67789.42000000001	72248.88	63328.43000000001	70811.49000000003	68432.48000000001	72049.73	61759.18000000001	41319.05	53642.75000000001	52550.13	56127.09000000001	74825.26	69891.11000000003	71255.57000000004	55537.89000000001	53104.07	59905.06000000001	77679.98	140321.96000000002	64464.05999999999	140415.74000000005	58235.57	53785.7	62500.83000000001	62696.57000000003	50211.54000000001	56033.51999999999	59883.05999999999	68195.37999999998	51882.2	73016.67	60207.52000000001	67048.46000000004	67384.37000000001	69595.48	61986.56000000001	58621.88	52307.17000000001	72477.53	59179.41	62727.90999999999	56184.59	56560.88000000003	68119.33
Nicotinate and nicotinamide metabolism [PATH:ko00760]	407092.18000000017	444669.66000000015	507808.7800000001	452839.84	504130.58000000013	463303.37999999995	485212.79000000004	447824.3500000001	304505.5600000001	395349.82000000024	408532.69999999995	399315.5500000001	476086.05000000005	492268.88	462159.99000000017	391632.8800000002	407944.59000000014	420309.3000000001	533990.2000000001	611122.1300000002	478040.76999999996	596843.4400000001	458975.26000000007	425751.39999999997	449174.33	424807.30000000016	370317.51000000007	440082.3800000001	457065.8900000001	487414.2299999998	389849.91000000015	519545.20000000007	472569.4900000002	458939.2	537479.8299999998	458576.7200000002	447823.74000000017	426157.81	387469.7800000001	495259.9199999999	446661.28999999986	480187.79	448321.8	447589.24000000017	496488.72000000015
Nitrogen metabolism [PATH:ko00910]	324932.4100000001	353005.0100000001	414572.0800000001	354244.41000000003	427170.0000000001	381562.88	409709.52	369166.9500000001	227923.54	314594.98	341219.88000000006	308321.5600000001	407546.82999999996	419227.01000000007	393126.1600000001	297251.05000000016	316299.7100000001	322842.24	458556.65	524853.5900000001	375740.0999999999	532817.2599999999	377921.16000000003	342104.64999999997	357344.7800000001	355148.35000000015	272496.07000000007	331330.76000000007	376203.57	412942.0399999999	293024.22000000015	425831.67	350975.8300000001	356865.97000000015	395636.9500000001	357212.0800000001	331077.2500000001	292458.61000000004	294074.59	401928.27	335225.94000000006	388841.7	346185.24999999994	312444.9700000002	400695.0200000001
Nitrotoluene degradation [PATH:ko00633]	36695.119999999995	25087.450000000004	31758.729999999996	29122.190000000002	26528.94000000001	27362.409999999996	32290.680000000004	25383.370000000003	26371.579999999994	29301.410000000003	30538.68	26696.069999999996	23366.04	28097.97000000001	27700.63	34095.09000000001	23776.65000000001	25807.870000000003	26420.880000000005	59066.609999999986	23650.629999999994	65968.68	23914.82	29113.550000000003	34584.85999999999	26367.359999999993	24297.180000000004	27613.2	30276.810000000005	24109.049999999996	31216.06	31966.78	58717.78	25347.920000000006	40132.75	29843.349999999995	27229.730000000007	29640.660000000007	30241.109999999993	27797.570000000007	33586.259999999995	52507.69	42052.36	65682.62	49237.54000000001
Non-alcoholic fatty liver disease [PATH:ko04932]	6614.0	1923.3199999999997	1856.25	2706.0	2378.5	2984.5	2168.4300000000003	1678.5	341.0	1146.9300000000003	4130.32	1388.8199999999995	1353.5	1892.0	3050.5	776.5	657.0	1639.3199999999997	1993.8199999999997	634.5	1080.5	75.75	973.5	1094.5	1038.5	1272.5	1957.9300000000003	1033.0	1640.5	921.5	468.18000000000006	174.5	431.5	567.5	632.5	482.75	643.0	493.75	669.5	826.0	263.0	511.0	499.18000000000006	680.3200000000002	495.25
Non-homologous end-joining [PATH:ko03450]	638.5	685.2	668.1600000000001	701.5	613.48	1030.7599999999998	627.1800000000002	1737.8200000000006	431.17	492.83000000000004	1100.65	543.2	571.49	429.34	671.82	551.1500000000001	537.18	696.3799999999999	479.81	293.26	647.01	224.32999999999998	473.00000000000006	495.5	737.6500000000001	1664.3499999999997	594.8299999999999	554.68	472.35	482.01	1200.83	711.2	879.0699999999999	691.61	988.4900000000002	1489.4499999999998	1069.7500000000002	1444.7	995.48	825.32	1112.1499999999999	909.16	1019.5	1245.1700000000003	1105.5100000000002
Nonribosomal peptide structures [PATH:ko01054]	13264.02	15970.33	12898.01	9102.15	15175.72	11415.300000000001	11017.99	8764.56	4512.83	8607.17	8586.81	9559.53	16449.35	13204.57	16738.41	8496.98	6697.9	13584.62	13483.73	11578.89	14573.62	4466.66	7527.99	7980.33	11839.93	11735.0	5806.82	7715.42	7375.33	13165.52	8264.75	19091.17	6759.95	10542.06	7104.08	12065.89	8899.18	13191.51	7682.16	11383.74	10378.34	26184.33	21420.52	20349.83	18833.010000000002
Novobiocin biosynthesis [PATH:ko00401]	120167.80000000002	128210.48000000005	150033.34000000005	134267.27000000002	153108.58000000005	138097.52999999997	144201.03000000003	136884.96000000002	89452.81000000004	114960.24000000002	130918.93999999999	113471.61000000003	138333.45	152060.69000000003	137179.44000000003	107991.50000000003	118097.09999999999	114787.48000000001	159139.93	179432.12	135530.56999999995	159376.07000000004	140787.24000000002	127604.03	129384.24000000002	125283.19000000003	101117.34000000003	125594.46	136300.73	147901.2499999999	110049.74000000003	144611.52	128664.19000000003	126488.49000000003	145741.80000000005	126213.63000000003	125455.25000000001	111095.30000000002	111325.17000000004	143408.69	124052.15000000001	132290.65	118090.55	110180.01000000004	139612.54000000004
Nucleotide excision repair [PATH:ko03420]	347128.55000000005	384614.7000000001	453885.17000000016	389155.1200000001	459858.4900000001	407636.95999999996	434830.92	401688.88000000006	261370.40000000005	342427.30000000005	370939.64999999997	336556.7000000001	422956.63999999996	451216.38	411882.8100000001	329958.68000000005	352219.03	363630.36000000004	478122.77	407272.28	425066.52	381239.30000000005	414305.4900000001	376355.67	385540.56000000006	374109.05000000016	296557.6300000001	375867.30000000005	407621.7799999999	445077.42999999976	344918.33	442079.38	385819.67000000016	384242.0700000001	444095.5100000001	379312.49000000005	373255.0500000001	376923.31	331429.89	439749.05	393638.9	388457.49	361476.02999999997	360616.4700000002	417980.7300000001
Nucleotide metabolism	6664.25	4638.469999999998	5318.41	5136.83	3937.75	5424.280000000002	4474.04	4647.17	5023.33	5484.65	2872.67	4515.33	5476.17	3827.83	5564.58	7093.75	4580.680000000001	10716.55	6308.71	8432.34	12724.199999999999	7541.29	5305.66	5391.25	6902.16	4143.25	5398.9400000000005	7407.42	4391.42	3871.4100000000003	10649.33	7108.08	6819.06	5525.67	15107.58	7207.0	6309.64	18702.0	6050.16	7357.0	11901.630000000001	6406.17	11016.58	18296.0	7377.58
O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	512230.79	553134.4900000001	719621.7600000004	632323.3000000002	722845.1699999999	642751.9899999999	686334.5	648506.9800000001	394331.2	527316.3800000001	623134.5099999999	521261.07000000007	635970.6	720588.5200000001	616701.7	475880.43999999994	529045.2899999999	555889.0	783129.72	1024626.9000000001	627373.7199999997	970438.4999999999	659948.0599999999	577174.39	549274.0	567179.56	415283.9600000001	586507.63	666009.2999999999	706463.2099999997	517615.76000000007	672949.9600000002	546245.9200000002	560612.9700000001	583780.83	524121.10000000015	548987.3200000002	488626.1600000001	481409.87000000005	659788.99	539489.0699999998	591305.1399999999	526180.8800000001	497862.07000000007	643509.06
One carbon pool by folate [PATH:ko00670]	443296.96000000014	492337.7300000001	571210.81	517122.4400000002	572892.3500000002	521224.42	538687.37	513077.4600000001	351688.18000000005	444426.9900000001	482251.2699999998	445295.24000000005	530488.17	570101.1000000002	521694.66000000003	429094.3000000001	454766.71	474720.3200000001	600678.8200000001	686465.2900000002	530180.54	644738.1400000001	526883.12	479976.93	491606.0	478383.7900000001	401689.9700000002	500301.91	512912.75999999995	558647.4199999997	440106.32000000007	546592.05	485625.11000000016	492622.6900000002	552387.9500000001	485120.3000000003	480210.51000000007	457626.52000000014	433409.3	548981.5800000001	487814.2699999999	489621.6500000001	452725.11999999994	444981.55000000016	533314.0100000002
Other glycan degradation [PATH:ko00511]	150178.87	222318.4100000001	231896.19000000003	252006.70000000004	201332.7100000001	234593.58000000005	193221.75000000003	242202.96999999997	193743.22999999995	203193.05000000002	211840.34	229091.14000000004	243733.22	189232.85	217490.58000000005	231425.84000000008	208452.02	216643.73	276811.98	976792.5400000002	195740.8999999999	905602.2500000001	208312.71	187719.48999999993	191526.16	231111.57000000007	201705.05000000002	242211.78	197552.6	213429.4499999999	199969.87000000005	209703.95999999996	184793.35000000003	257458.71000000008	194529.33000000002	241550.90999999997	231992.53	182032.14999999997	218838.39	227834.35	183051.61999999997	173706.85	166554.74	162222.00999999998	200609.98000000007
Others	140462.55000000005	144338.36000000004	179157.77000000002	152343.86000000002	186964.4700000001	161388.26999999996	175768.0300000001	160612.43000000005	94294.12000000002	129037.04999999999	155443.03999999998	122768.27000000003	167939.74	183454.68	163398.52000000002	120281.79000000005	132010.30999999997	137184.75	202605.75999999998	276041.05000000005	168692.6399999999	284562.14	163080.7800000001	146010.4	143108.16	144608.51000000004	102675.71000000002	138600.56999999998	164060.26	178257.11999999994	123461.65000000002	174897.57999999993	128293.70000000003	134005.18000000008	152185.44	135323.24000000008	127851.62000000001	128756.89000000003	116661.71000000005	167015.53	137847.29	146993.77000000002	136959.18	119803.89000000001	157028.95000000004
Oxidative phosphorylation [PATH:ko00190]	790128.7800000004	809997.8100000003	837191.1300000001	797792.1000000002	822774.33	823225.8400000001	802012.4200000002	744060.7000000003	557788.23	666461.7499999999	685673.3600000001	711903.7499999999	859829.8199999995	793379.2700000001	845225.7799999998	741519.4600000001	686086.1500000001	738400.59	884844.1199999998	1375538.8800000004	781558.1099999999	1294947.8399999999	714241.4100000001	685339.3599999999	776853.9799999999	735357.5200000005	696578.6399999998	740484.98	713866.4299999998	782028.86	668564.1799999998	891818.2300000001	809300.9700000002	828645.3800000002	897089.4399999997	830103.7600000007	761034.7300000004	786942.59	692147.1600000004	855823.4000000003	775407.2199999999	829115.0199999997	786287.29	788845.7000000004	853348.3800000006
Oxytocin signaling pathway [PATH:ko04921]	5.25	10.0	17.5	20.25	5.0	23.5	10.0	12.25	5.25	2.5	13.0	22.5	2.5	8.0	7.5	4.5	19.5	31.75	8.5	356.0	3.25	167.5	6.5	7.0	9.75	4.5	31.5	14.75	3.0	3.5	16.0	16.0	8.75	13.25	10.5	11.75	6.5	11.5	25.0	9.5	14.25	10.25	16.5	5.25	15.25
PI3K-Akt signaling pathway [PATH:ko04151]	43331.83	48662.80000000001	54253.740000000005	49294.730000000025	55825.330000000016	49635.009999999995	52848.05000000001	51116.59000000001	34887.040000000015	41565.91000000002	47763.01	40917.69000000002	49233.25999999999	55005.140000000014	50055.87000000001	42341.95000000002	43734.84	42613.63000000001	55243.23	60497.24000000001	49082.26	53850.03000000001	51179.30000000001	46776.87000000002	48544.26	46027.26000000002	37671.09	46061.1	48659.04	53319.83999999997	43453.02000000001	50790.64	54798.85000000001	47321.19000000001	55710.940000000024	47529.14	47505.28000000001	46371.63000000001	42220.17	52452.78000000002	48619.79999999998	49636.17	42872.13	49284.430000000015	54205.59000000001
PPAR signaling pathway [PATH:ko03320]	99112.46	99515.47000000002	111768.15000000005	104213.92000000001	107415.56000000004	100741.48	102062.15000000001	99009.44	70250.87000000001	89985.79	100110.29999999999	92995.69	101672.37999999996	100834.11000000002	102680.59000000003	85493.60000000003	86321.20000000001	101630.83	117378.43000000001	197844.98999999996	101732.48999999999	190967.96999999997	94513.77000000003	89618.75	97064.33999999998	93007.92000000004	80012.37000000002	98373.38999999998	93255.78	104634.46999999994	83876.21000000002	90921.12	106459.90000000002	101262.99000000003	98923.05000000003	98516.66000000003	98659.54000000004	84886.47	84498.39	94198.79000000001	84797.66	88791.09999999999	78917.44999999998	97636.81000000003	96664.73000000001
Pancreatic secretion [PATH:ko04972]	1135.5	1269.1	1390.91	3349.83	388.66	1748.9	672.5	1653.4199999999994	2854.08	1689.13	1232.9199999999996	3914.08	1106.01	363.82	859.66	2975.74	1903.52	4898.5	1723.2800000000002	25996.7	3590.99	24581.09	586.83	1167.0	1499.57	793.5799999999997	2673.64	3445.83	667.76	503.81	2140.83	872.0799999999997	4226.370000000001	4017.34	3144.74	1615.58	3694.36	3484.25	2823.08	1280.58	2733.94	1006.34	2009.49	3240.08	1921.33
Pantothenate and CoA biosynthesis [PATH:ko00770]	582004.9400000002	613453.8700000001	724697.2300000001	621958.66	749717.43	660071.32	703039.3600000001	655197.9000000001	425036.7700000001	553239.2000000001	615679.78	530642.5000000002	695607.2400000001	741489.4100000003	678031.7000000001	544427.3500000001	566860.9200000002	569171.82	789233.21	658649.6699999999	679571.44	639884.1000000002	681329.0299999999	611097.6	623239.14	615542.1900000002	483019.2600000001	590732.9799999999	669858.2600000002	728652.9299999997	532569.1200000001	726323.33	586812.8000000003	615983.0600000003	722798.1500000001	634301.77	587444.5200000003	539469.18	529505.8500000001	709320.84	604265.9799999997	634929.83	574858.1799999998	520803.7500000001	673311.9900000001
Parathyroid hormone synthesis	0.0	0.0	23.0	13.5	10.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.5	16.0	20.5	18.0	15.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parkinson disease [PATH:ko05012]	74215.35	76195.15000000001	81683.34	73786.59000000001	81467.15000000004	76165.23000000001	75848.08	70745.58000000002	46875.22000000002	64635.43	65385.32	62531.21	79377.85999999999	79219.66000000003	80691.52	62512.17000000003	64281.00000000001	74331.55	82180.70999999999	134565.45999999993	81016.09999999996	113424.67000000003	70217.13	67489.72	74295.16000000003	69319.45000000003	63917.460000000014	69939.58	69361.55999999998	76181.71999999997	61523.299999999996	83120.84	77135.6	72232.56000000003	89029.94000000002	74631.74	70913.59000000001	73040.87000000001	61336.07	80589.79000000001	73636.5	78780.07999999999	74952.79000000001	74990.40000000004	79421.38
Pathogenic Escherichia coli infection [PATH:ko05130]	42282.52000000001	46183.62000000001	53283.95000000001	47608.41000000001	53876.00000000002	48968.05000000001	50674.259999999995	48295.69000000001	30928.620000000017	40623.820000000014	46775.47	39777.74000000002	48760.01999999999	53581.60000000002	49255.150000000016	38640.060000000005	41822.900000000016	42925.10000000002	57092.770000000004	61199.24000000001	49452.060000000005	61032.79000000001	49137.04000000001	45208.62	45927.41000000002	44976.16000000002	36446.900000000016	45376.590000000004	47950.719999999994	50723.789999999964	40624.53000000001	51007.3	45150.87000000001	43986.24000000001	51238.120000000024	43398.750000000015	44331.23000000002	44063.93	39612.990000000005	50502.37	46028.79000000001	48231.17	44058.42	44600.04000000002	49761.91
Pathways in cancer [PATH:ko05200]	48591.25	47101.09000000001	53423.66	50048.13000000003	54636.24000000002	51720.26999999999	52283.51000000001	49123.77000000001	32411.440000000013	40821.42000000001	48703.48	41133.95000000001	48549.029999999984	52990.17000000001	49817.890000000014	38824.320000000014	41891.7	42334.42000000001	57175.740000000005	87706.6	48587.05	90774.78000000001	48307.680000000015	44605.960000000014	46075.31	44405.88000000001	38597.009999999995	45029.74	48470.14	50927.759999999966	41609.01000000001	49580.21	46039.01000000001	44661.24000000001	51317.090000000026	43429.83	44538.05000000002	44030.250000000015	39744.55	51002.86000000002	45849.40999999998	45801.1	41749.82	43872.37000000002	49502.33000000001
Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	33602.97	26164.200000000008	34600.50000000001	32343.62000000001	36901.47000000001	32390.730000000003	33299.55	31478.3	19813.57	25812.29	34757.00000000001	25541.6	26968.519999999997	36027.270000000004	29183.000000000004	24568.58	24413.260000000002	28002.26000000001	35535.290000000015	48499.920000000006	32499.390000000003	47078.29	33173.62000000001	29926.75	27168.170000000002	24853.680000000004	18347.929999999993	27972.15	32952.93	34916.81999999998	23254.17	32759.600000000006	24601.880000000005	25886.07	31159.549999999996	23059.3	28551.98	18707.420000000002	21819.62	30534.910000000003	21989.440000000002	29296.58	27200.22	17768.33	30018.58000000001
Penicillin and cephalosporin biosynthesis [PATH:ko00311]	7515.67	17224.02999999999	11932.95	10343.75	9345.98	12656.529999999999	9302.68	12867.16	8547.08	9462.17	8151.95	13576.73	22619.839999999997	8726.139999999998	18734.52	14737.78	10239.0	14580.15	18666.730000000003	36505.2	12449.689999999999	31474.9	7151.92	6785.5	11373.5	18325.45	11064.33	11333.71	7745.35	10144.85	14368.01	14871.87	19060.859999999997	20725.99	15354.9	23508.220000000005	13585.9	21867.989999999998	14961.98	15818.58	16222.74	19317.67	16063.63	32425.869999999995	19689.9
Pentose and glucuronate interconversions [PATH:ko00040]	342302.3000000001	430316.23000000016	526423.6400000001	421985.7500000001	520639.8300000001	466926.8900000001	532552.59	448242.8300000002	237493.37	374542.22000000003	385432.02	371460.72000000015	522572.56	496039.99000000005	480891.0600000001	330496.59	360594.06999999995	406561.3800000002	596787.8600000001	826292.5200000001	472198.7199999999	771556.7000000001	435443.0900000001	392247.91	427218.01999999996	428505.4700000001	283361.31999999995	370208.4	446320.36999999994	517880.4899999999	318901.5400000001	530699.09	376786.48000000016	430474.4000000001	421108.68000000005	437687.71000000014	375735.4300000002	318828.43000000005	322229.41	474830.8400000001	360569.14	425592.0300000001	384937.89	318989.76	438247.14999999997
Pentose phosphate pathway [PATH:ko00030]	845750.2200000003	1011571.4900000001	1216007.5300000003	976187.77	1243940.9900000005	1078902.4300000002	1201943.6400000004	1046086.98	604419.85	874393.7900000002	926985.1899999996	854260.4000000006	1186760.1800000002	1221583.2299999997	1122540.5099999998	796270.28	871716.5099999999	932061.4600000005	1325472.4	1094582.82	1116752.5999999999	1026603.7599999998	1063445.3399999999	948315.86	997061.6400000001	996700.0500000002	692723.2400000001	900256.5099999999	1081449.4499999995	1215474.0099999998	814992.5600000002	1200075.2799999996	938755.9000000004	983177.9300000003	1090155.6299999997	1012098.0700000003	897969.5500000002	853752.6100000001	784271.37	1159014.33	943191.19	995255.28	902685.0199999998	836756.8700000002	1080717.1300000001
Peptidases and inhibitors [BR:ko01002]	1843530.7	2102150.62	2519986.3800000027	2097086.3100000005	2563387.6500000013	2241059.060000001	2423199.1600000006	2229373.2500000014	1346637.3299999998	1852375.1999999993	2033619.2099999997	1842205.3600000013	2400865.4799999995	2508123.1300000027	2285229.2700000033	1738118.6600000006	1905505.2100000002	1948979.1400000004	2755805.62	2572364.11	2322517.2400000016	2379274.76	2279669.430000001	2042527.05	2085211.4000000004	2099669.580000001	1522539.240000001	1996270.1900000013	2309547.619999999	2490140.1399999987	1821114.450000001	2458627.680000001	2040193.2600000019	2090479.4300000004	2337643.750000002	2106919.83	1952879.5299999993	1910724.0899999996	1731799.75	2437021.140000001	2052832.28	2097140.0099999986	1922543.57	1880654.7000000018	2269617.6799999992
Peptidoglycan biosynthesis [PATH:ko00550]	819453.3500000003	934822.0800000004	1085394.2800000005	925564.0400000003	1107916.7800000005	979008.6199999995	1034041.67	996931.8400000003	612724.2100000002	812897.6200000002	912445.5599999998	807982.6700000003	1036916.27	1087167.5199999998	1002569.1300000002	782272.7800000001	850500.9400000003	856813.5800000004	1174981.69	892061.65	1012733.7	823800.26	1012903.6900000003	905867.68	922455.98	932681.4600000004	696571.4099999998	898434.8200000003	991761.9	1073785.0399999996	820282.28	1043203.7899999998	898034.2900000005	923961.3500000003	1034631.2100000002	916515.5400000003	876215.5000000001	881130.76	787995.8900000002	1059022.66	935253.53	916176.4000000001	834902.1699999999	836634.7400000001	996336.2900000003
Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	1032910.8500000003	1176855.4000000001	1356945.6400000004	1160857.3900000001	1384808.4100000004	1229206.1900000002	1292104.8700000003	1238967.5100000007	762012.9299999995	1015620.6700000005	1132946.3100000003	1016046.19	1311180.2200000004	1357325.7900000007	1264873.2200000002	981198.4599999997	1058549.3700000003	1070792.1400000008	1477182.0799999991	1371896.6199999999	1262662.6300000001	1284228.2699999993	1256188.5699999998	1128544.55	1154777.1099999994	1172644.11	880097.8499999997	1120620.3099999998	1240664.51	1339461.0599999994	1006481.84	1312505.6400000001	1131920.2900000014	1161949.0800000008	1308003.5000000005	1169546.3400000005	1092787.9199999997	1063487.03	980453.9400000005	1323767.49	1147963.7799999998	1160891.1400000006	1046946.3999999994	1041253.9800000002	1249892.46
Peroxisome [PATH:ko04146]	134648.37000000002	131772.00000000003	172705.23000000004	157000.38000000006	168759.61000000004	152674.55000000002	160221.91000000003	145860.93000000005	96951.81000000003	130712.92	146130.24000000002	129381.34000000001	143101.72999999998	160686.87000000005	142404.46000000002	119115.06000000004	125512.64000000001	139496.98	181092.05000000002	278406.47	150970.37999999998	272836.88999999996	151176.52000000005	137400.87	135694.59999999995	129092.89000000004	108978.73000000001	142968.73	156385.51	165186.94999999992	118381.48000000001	140756.96000000002	133492.02000000002	137356.91000000003	146558.25000000006	131209.74000000005	135163.01000000004	105724.43000000001	114591.66000000002	142565.14000000004	117584.22999999998	127955.16	114810.13999999998	108702.82000000002	137631.16000000003
Pertussis [PATH:ko05133]	3986.0699999999997	9122.45	7535.2699999999995	14587.56	2875.4199999999996	10616.17	5151.21	6852.290000000003	10148.109999999999	10204.9	6323.33	13357.07	5957.7300000000005	2899.340000000001	5795.82	7774.03	10628.710000000001	13346.08	7915.349999999999	107629.54000000001	8561.380000000001	126508.48	6222.0599999999995	6756.620000000001	8041.7699999999995	7274.440000000001	17187.94	14966.56	3920.57	3929.1700000000014	10084.240000000002	16888.060000000005	11082.9	13500.720000000001	10177.949999999999	11875.29	17941.109999999997	8490.130000000001	12444.44	6118.57	7393.57	27956.379999999994	26089.070000000007	20669.4	19061.809999999998
