function	description	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
K03218	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	40232.60000000001	42790.830000000016	49544.09	42318.09000000001	50376.42000000001	44333.1	47308.05	45532.60000000001	29834.880000000016	37744.42000000001	43085.09	35377.710000000014	46024.59	49652.65000000001	45296.29000000001	34835.70000000001	39190.65	38325.32	52505.15	45892.81000000001	46044.98999999999	42322.830000000016	46325.14	41703.12	42338.42	41708.540000000015	32870.62	40831.98	44956.63	48543.03999999997	38155.610000000015	48159.73	40630.970000000016	39537.360000000015	47777.38000000001	40941.830000000016	39603.63000000001	42062.26000000002	36157.67000000001	47855.62	43798.41	43013.66	39389.3	40956.76000000002	45685.53000000001
K03219	yscC, sctC, ssaC; type III secretion protein C	792.0	678.0	917.66	803.33	1098.0	678.33	764.0	1137.67	228.33	823.33	1608.67	297.33	747.67	1543.33	1317.33	601.0	442.33	568.33	1509.33	3556.33	554.33	5762.0	921.66	1006.0	778.6600000000002	1149.0	320.0	483.33	954.67	670.67	186.33	23.33	45.67	58.67	56.33	69.0	34.0	203.0	359.66	345.0	91.66	38.67	23.33	24.0	44.0
K03220	yscD, sctD, ssaD; type III secretion protein D	791.0	675.0	914.0	801.0	1098.0	659.0	750.0	1123.0	221.0	821.0	1608.0	297.0	743.0	1538.0	1310.0	598.0	442.0	496.0	1360.0	43.0	309.0	9.0	918.0	1004.0	776.0	1143.0	317.0	481.0	952.0	668.0	185.0	21.0	39.0	51.0	56.0	69.0	34.0	202.0	358.0	341.0	91.0	32.0	23.0	24.0	43.0
K03221	yscF, sctF, ssaG, prgI; type III secretion protein F	1.0	3.0	3.66	2.33	0.0	19.33	14.0	14.67	7.33	2.33	0.67	0.33	4.67	5.33	7.83	3.0	0.33	73.33	149.32999999999996	3590.33	246.83	5775.0	3.66	2.0	2.66	6.0	3.0	2.33	2.67	2.67	1.33	2.33	6.67	7.67	0.33	0.0	0.0	1.0	1.66	4.5	0.66	7.17	0.33	0.0	1.0
K03222	yscJ, sctJ, hrcJ, ssaJ; type III secretion protein J	792.0	678.0	917.66	803.33	1098.0	678.33	764.0	1137.67	228.33	823.33	1608.67	297.33	747.67	1543.33	1317.83	601.0	442.33	569.33	1509.33	3633.33	555.83	5784.0	921.66	1006.0	778.6600000000002	1149.0	320.0	483.33	954.67	670.67	186.33	23.33	45.67	58.67	56.33	69.0	34.0	203.0	359.66	345.5	91.66	39.17	23.33	24.0	44.0
K03223	yscL, sctL; type III secretion protein L	791.0	675.0	914.0	801.0	1098.0	659.0	750.0	1123.0	221.0	821.0	1608.0	297.0	743.0	1538.0	1310.0	598.0	442.0	496.0	1360.0	43.0	309.0	9.0	918.0	1004.0	776.0	1143.0	317.0	481.0	952.0	668.0	185.0	21.0	39.0	51.0	56.0	69.0	34.0	202.0	358.0	341.0	91.0	32.0	23.0	24.0	43.0
K03224	yscN, sctN, hrcN, ssaN; ATP synthase in type III secretion protein N [EC:3.6.3.14]	792.5	678.0	917.66	803.83	1098.0	678.33	764.0	1138.17	229.83	823.33	1609.17	297.33	747.67	1544.83	1317.33	602.0	442.83	568.83	1509.33	3556.33	554.83	5762.5	922.16	1007.0	778.6600000000002	1149.0	321.0	483.83	954.67	671.17	186.33	24.33	46.67	58.67	56.83	69.5	34.0	204.0	361.16	345.5	91.66	40.67	23.33	25.0	44.0
K03225	yscQ, sctQ, hrcQ, ssaQ, spaO; type III secretion protein Q	792.0	678.0	917.66	803.33	1098.0	678.33	764.0	1137.67	228.33	823.33	1608.67	297.33	747.67	1543.33	1317.83	601.0	442.33	569.33	1509.33	3633.33	555.83	5784.0	921.66	1006.0	778.6600000000002	1149.0	320.0	483.33	954.67	670.67	186.33	23.33	45.67	58.67	56.33	69.0	34.0	203.0	359.66	345.5	91.66	39.17	23.33	24.0	44.0
K03226	yscR, sctR, hrcR, ssaR; type III secretion protein R	792.0	678.0	917.66	803.33	1098.0	678.33	764.0	1137.67	228.33	823.33	1608.67	297.33	747.67	1543.33	1317.83	601.0	442.33	569.33	1509.33	3633.33	555.83	5784.0	921.66	1006.0	778.6600000000002	1149.0	320.0	483.33	954.67	670.67	186.33	23.33	45.67	58.67	56.33	69.0	34.0	203.0	359.66	345.5	91.66	39.17	23.33	24.0	44.0
K03227	yscS, sctS, hrcS, ssaS; type III secretion protein S	791.0	675.67	914.33	801.0	1098.0	666.0	759.0	1123.0	221.0	821.0	1608.0	297.33	743.0	1538.0	1310.5	600.67	442.0	517.0	1382.0	152.32999999999996	322.5	42.0	918.33	1004.0	776.33	1143.0	317.0	481.0	952.0	669.0	185.33	21.0	39.0	52.0	56.0	69.0	34.0	202.33	358.33	341.5	91.33	32.5	23.0	24.0	43.0
K03228	yscT, sctT, hrcT, ssaT; type III secretion protein T	792.0	678.0	917.66	803.33	1098.0	678.33	764.0	1137.67	228.33	823.33	1608.67	297.33	747.67	1543.33	1317.83	601.0	442.33	569.33	1509.33	3633.33	555.83	5784.0	921.66	1006.0	778.6600000000002	1149.0	320.0	483.33	954.67	670.67	186.33	23.33	45.67	58.67	56.33	69.0	34.0	203.0	359.66	345.5	91.66	39.17	23.33	24.0	44.0
K03229	yscU, sctU, hrcU, ssaU; type III secretion protein U	792.0	678.0	917.66	803.33	1098.0	678.33	764.0	1137.67	228.33	823.33	1608.67	297.33	747.67	1543.33	1318.33	601.0	442.33	570.33	1509.33	3710.33	557.33	5806.0	921.66	1006.0	778.6600000000002	1149.0	320.0	483.33	954.67	670.67	186.33	23.33	45.67	58.67	56.33	69.0	34.0	203.0	359.66	346.0	91.66	39.67	23.33	24.0	44.0
K03230	yscV, sctV, hrcV, ssaV, invA; type III secretion protein V	792.0	678.0	917.66	803.33	1098.0	678.33	764.0	1137.67	228.33	823.33	1608.67	297.33	747.67	1543.33	1317.33	601.0	442.33	568.33	1509.33	3556.33	554.33	5762.0	921.66	1006.0	778.6600000000002	1149.0	320.0	483.33	954.67	670.67	186.33	23.33	45.67	58.67	56.33	69.0	34.0	203.0	359.66	345.0	91.66	38.67	23.33	24.0	44.0
K03265	ETF1, ERF1; peptide chain release factor subunit 1	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.5	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.5	0.0	0.0	0.0	0.5	1.5	0.0	1.5	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.5	0.0	0.0	0.5	0.5	0.5	0.0	1.0	0.5	0.0	0.5	0.5
K03269	lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	2097.46	5026.13	3896.83	8340.12	1223.4499999999996	5538.66	2414.63	3568.04	5827.13	5640.77	3323.33	8218.279999999999	3108.01	1471.21	2957.53	5028.62	6089.01	7116.09	3622.09	36598.67	3312.71	37205.0	3300.41	3810.71	4595.41	3744.7	9113.53	8925.67	2088.8	2040.95	5736.79	2690.37	7104.8600000000015	8285.369999999999	5858.07	6126.95	9151.22	4636.75	7115.53	3506.2200000000007	4080.22	3595.01	4830.66	5203.66	4745.38
K03270	kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	8694.960000000001	5846.63	4939.83	9656.12	3131.45	6859.16	3706.63	5047.54	6188.13	6596.77	7367.83	9059.78	4185.51	3247.21	5348.53	5724.62	6591.01	7825.09	5030.09	36694.17	3695.21	37266.0	4286.41	4965.21	5471.41	4985.7	9645.53	9556.67	3737.3	2900.9500000000007	6072.29	2911.87	7388.3600000000015	8597.37	6036.07	6451.45	9540.22	4957.25	7618.53	4283.22	4287.219999999998	3855.51	5057.16	5637.16	5013.88
K03271	gmhA, lpcA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]	23186.23	21760.88000000001	31993.470000000016	22811.80000000001	35142.55000000002	25549.86	29228.380000000005	27911.4	12042.91	19652.390000000007	28753.97	18629.30000000001	30409.34	33826.48000000002	28548.220000000016	15023.63	20069.68	20260.690000000006	37402.37	14051.32	26761.46999999999	12871.85	28513.470000000016	23635.92	19731.43	24899.13000000001	9199.84	19809.910000000003	30122.33	34174.43999999997	17769.240000000005	28062.53	14682.78	20614.79	17018.14	20506.070000000007	18186.86	12940.8	15626.71	28910.400000000016	17456.8	20506.65	15272.85	10158.56	23103.330000000005
K03272	gmhC, hldE, waaE, rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	5922.17	208.71	250.25	417.33	969.16	687.45	694.2099999999998	333.5	136.5	157.15	2457.58	605.1600000000002	403.5100000000001	291.9899999999999	1196.83	236.66	120.76	258.29	274.29999999999995	3901.6	398.96	5915.63	274.99	173.17	187.66000000000003	171.32999999999996	244.86000000000004	272.0	704.5	240.91	360.24999999999994	2200.83	199.64	257.67	335.16	289.67	730.3	528.91	402.66	524.5	622.14	3817.67	3219.75	2035.83	2100.08
K03273	gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	13878.48	14681.38	13927.47	10211.05	18104.050000000007	13519.36	13546.88	9872.15	6115.41	9227.39	8049.47	9535.8	21351.839999999997	22307.48000000001	20852.72000000001	10513.63	6521.18	14193.94	14051.37	8931.32	15222.47	9591.35	9452.97	8772.42	10265.18	12783.13	6342.589999999998	7427.16	12474.33	18136.93999999998	6996.74	17898.03	6346.03	11366.54	10590.64	14433.32	6377.86	8988.3	7166.709999999999	16777.4	10508.55	15169.9	11539.35	7013.81	19213.08000000001
K03274	gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]	6708.67	850.0500000000002	1119.58	1185.66	2047.83	1283.79	1398.54	1468.5	372.33	988.32	4079.08	901.83	1149.84	1796.66	2449.33	754.83	540.0899999999998	686.79	1820.63	4512.93	691.2900000000002	6466.46	1079.49	1153.5	943.83	1328.5	468.86	710.33	1641.5	900.41	497.75	2118.16	289.31	399.17	347.83	358.67	704.4699999999998	465.08	608.16	799.5	232.47	3842.17	3171.42	2073.33	2169.25
K03275	waaO, rfaI; UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	1.0	2.33	3.33	2.33	0.0	12.33	5.0	14.67	7.33	2.33	0.67	0.0	4.67	5.33	7.33	0.33	0.33	52.33	127.33	3481.0	233.33	5742.0	3.33	2.0	2.33	6.0	3.0	2.33	2.67	1.67	1.0	2.33	6.67	6.67	0.33	0.0	0.0	0.67	1.33	4.0	0.33	6.67	0.33	0.0	1.0
K03276	waaR, waaT, rfaJ; UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase [EC:2.4.1.-]	1.0	2.33	3.33	2.33	0.0	12.33	5.0	14.67	7.33	2.33	0.67	0.0	4.67	5.33	7.33	0.33	0.33	52.33	127.33	3481.0	233.33	5742.0	3.33	2.0	2.33	6.0	3.0	2.33	2.67	1.67	1.0	2.33	6.67	6.67	0.33	0.0	0.0	0.67	1.33	4.0	0.33	6.67	0.33	0.0	1.0
K03281	TC.CIC; chloride channel protein, CIC family	13918.79	5196.19	4157.58	8915.12	2881.62	6561.61	3403.67	4427.38	8222.630000000001	5959.08	8748.92	9243.28	3702.68	1874.87	5050.36	8168.28	6154.77	7266.55	3815.06	40385.43	3609.5	43008.789999999986	3370.41	3904.04	4690.07	3868.03	9216.72	9042.33	3380.4700000000007	2347.86	6667.04	3023.7	7282.0	8623.710000000001	6026.23	6276.12	9457.86	5408.34	8198.529999999999	4595.39	4551.36	3772.85	5096.74	5553.0	5315.46
K03282	mscL; large conductance mechanosensitive channel	31098.040000000005	40161.43	47665.7	41208.789999999986	47303.61	42219.77000000001	44271.72	41535.87	28549.130000000005	35474.35000000001	37117.959999999985	34949.0	42552.01	46235.59000000001	41412.06000000001	33543.15	37246.74	38345.58	49991.33	44303.17	43922.47	42920.60000000001	43421.58	38524.289999999986	39376.820000000014	38172.57	31150.89	39996.48999999998	41227.23	46282.77	37072.21	43246.47	42266.41	41473.47	47629.65000000001	41144.51999999998	39983.4	39923.62	35772.44	44735.05	40871.33	36998.51	32702.28000000001	37136.45	41716.210000000014
K03284	corA; magnesium transporter	31790.810000000005	41187.73000000002	35599.96000000001	31665.55000000001	34930.78000000001	33729.5	31223.060000000005	29799.970000000016	24414.51000000001	28550.62000000001	23995.720000000005	30935.800000000014	43028.76	33776.92000000001	40578.77	33866.77000000001	29403.60000000001	33122.37	35499.11	72627.53000000001	32963.16	62692.92000000003	25879.15	27945.33	35647.17	35024.86000000001	31969.51	29546.080000000016	26339.439999999995	33810.52999999998	24963.32000000001	35072.960000000014	37367.60000000001	38704.24000000001	40161.95000000001	40831.62000000002	32631.340000000015	32387.18	29266.2	36723.0	32195.88	33848.08	29230.41	33258.88000000002	34226.94
K03285	TC.GBP; general bacterial porin, GBP family	0.0	0.0	0.0	0.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	22.0	28.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03286	TC.OOP; OmpA-OmpF porin, OOP family	1013.5	816.69	1084.08	1092.16	1257.33	934.58	1021.83	1285.5	377.82999999999987	983.89	1725.91	434.50000000000006	873.0099999999999	1612.33	1438.66	762.5	689.85	1017.84	2028.27	5602.86	859.7500000000001	6656.67	1086.9899999999998	1140.17	931.5	1336.5	659.72	949.0	1059.5	789.31	457.42	2072.16	257.79	377.5	314.9899999999999	333.49999999999994	684.1099999999999	435.75	546.16	532.84	220.11	3827.51	3068.25	2071.16	2108.42
K03288	citA, tcuC; MFS transporter, MHS family, citrate/tricarballylate:H+ symporter	1.0	1.14	1.0	0.0	0.0	2.29	1.29	0.0	1.0	4.57	0.0	2.0	0.0	0.0	2.0	0.0	9.43	25.71	1.14	188.43	34.29	31.71	0.0	0.0	3.0	0.0	13.86	8.0	3.0	1.5699999999999998	0.0	0.0	0.14	1.0	0.0	0.0	0.14	0.0	0.0	1.0	0.14	0.0	0.0	1.0	0.0
K03289	nupG; MFS transporter, NHS family, nucleoside permease	1434.25	2446.7200000000007	1459.33	2829.83	566.75	1893.37	985.54	1897.42	4954.33	4201.15	2361.42	6379.25	2316.67	904.08	1704.08	4157.33	4328.01	4008.29	1475.72	5908.68	2030.37	6686.46	2338.08	2869.0	3372.33	2884.5	4957.36	4955.83	1372.17	1504.49	4837.5	1875.83	5122.81	6159.67	3766.08	4460.75	5744.89	3938.42	6325.08	2649.75	3371.97	2161.42	3910.83	3683.5	3382.75
K03290	nanT; MFS transporter, SHS family, sialic acid transporter	1.0	2.47	61.33	66.33	38.0	12.62	5.29	14.67	7.33	2.9	0.67	0.0	4.67	5.33	7.83	0.33	1.76	58.04	127.47	3580.43	239.12	5764.71	3.33	2.0	2.33	6.0	3.86	3.33	2.67	2.24	1.0	2.33	72.81	110.67	78.33	76.0	60.14	0.67	1.33	4.5	0.47	7.17	0.33	0.0	1.0
K03291	MFS.SET; MFS transporter, SET family, sugar efflux transporter	4.0	6.94	8.66	4.66	0.0	29.24	12.58	29.34	16.66	13.8	1.34	4.0	9.34	10.66	19.16	0.66	19.52	157.07999999999996	256.94	7415.86	536.74	11569.42	6.66	4.0	10.66	12.0	33.72	20.66	11.34	6.48	2.0	4.66	13.62	15.34	0.66	0.0	0.28	1.34	2.66	10.5	0.94	13.84	0.66	2.0	2.0
K03292	TC.GPH; glycoside/pentoside/hexuronide:cation symporter, GPH family	48256.12000000001	58546.13000000003	80306.60000000003	58402.43000000003	87665.46000000004	65997.05	75134.07	66489.63	33456.900000000016	55143.09	57130.12	45371.85000000002	75536.92	82639.47	69776.54000000001	44776.61000000002	51203.14000000001	55503.150000000016	85547.36	29580.4	74316.26999999999	30547.790000000005	70152.03000000001	61658.74999999999	56879.7	58846.02000000002	33169.73	50868.82000000002	68091.65999999999	86906.58999999995	42970.140000000014	69834.53000000001	43595.77000000001	51524.78000000001	56540.05	51687.95000000001	47782.60000000001	39226.040000000015	39869.69	70091.14000000001	50040.47	48031.8	44217.76999999999	25338.63	56717.07000000003
K03293	TC.AAT; amino acid transporter, AAT family	1238.17	430.63	2060.75	1735.66	806.33	1120.44	459.08	611.5	296.58	904.83	430.5	991.67	1425.09	134.66	1400.08	1202.16	680.69	7677.84	3176.82	8466.64	7912.47	6992.72	159.41000000000003	373.25	304.0	560.25	1081.05	3369.89	547.9999999999999	96.37	9044.0	4062.66	3939.92	2630.67	4926.08	1343.67	2777.08	19345.75	3420.58	3022.5	8831.97	4851.17	9349.25	20866.5	4665.47
K03294	TC.APA; basic amino acid/polyamine antiporter, APA family	8728.46	13495.65	10540.32	8992.869999999999	9352.86	11052.15	10059.09	8376.53	4415.96	6424.04	4629.42	10603.38	15646.92	9263.73	12997.1	11675.86	7549.87	15302.65	14345.68	23772.96	16202.78	13285.33	5804.25	6821.29	11516.5	11821.03	9559.72	10148.4	9192.31	7778.17	15387.21	18125.22	11402.05	14232.5	19676.41	18268.46	9569.17	28664.33	11441.36	16227.63	17073.629999999994	14022.17	16791.07	26585.650000000005	14174.87
K03296	TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family	21122.5	19941.31	17475.11	21765.25	13862.64	18027.07	16665.440000000002	15367.57	25142.63	22783.54	18763.31	23310.97	17611.86	16441.34	18294.8	27196.63	22439.83	24412.050000000007	16485.64	86335.54999999999	18099.04	81940.06999999999	15670.09	17823.83	21615.49	17888.46	29150.58	25726.85	14882.68	16235.6	20622.17	20045.49	20690.52	22645.14	22757.78	22588.4	27556.07	19152.01	24917.74	19687.89	19694.94	19739.870000000006	23061.74	20485.58	20896.34
K03297	emrE, qac, mmr, smr; small multidrug resistance pump	154.0	108.01	616.99	451.0	182.5	197.0	144.5	115.0	23.5	215.0	76.0	215.99	442.0	36.0	420.5	62.01	165.0	2308.5	589.5	311.99	2305.5	351.0	49.99	106.0	114.99	78.0	344.0	856.0	41.0	19.0	169.99	80.0	380.0	311.0	606.5	275.0	373.5	477.99	272.99	141.5	286.99	60.5	230.0	415.0	61.0
K03298	TC.DME; drug/metabolite transporter, DME family	6715.0	806.5	1013.0	1099.0	1915.0	1178.5	1264.0	1461.5	380.5	996.5	4109.0	891.5	1092.5	1743.0	2393.5	684.5	592.0	550.5	1793.0	1201.5	395.5	1162.5	1003.5	1106.5	931.5	1306.5	389.0	670.0	1601.5	841.5	539.0	171.5	327.5	417.5	267.0	215.5	337.5	522.0	605.5	772.0	267.0	377.0	294.5	265.0	427.0
K03299	TC.GNTP; gluconate:H+ symporter, GntP family	9809.47	18630.930000000008	15736.84	10999.81	15623.13	17819.659999999996	20722.260000000006	13872.4	5023.33	9363.07	6561.35	13126.52	27176.32	15692.28	21702.670000000006	13452.92	11141.35	10558.4	22450.55000000001	14083.64	13050.95	10082.63	9736.81	10294.5	16145.01	19028.760000000013	9013.82	7711.710000000001	12160.17	15504.96	7133.24	17901.040000000005	8398.38	16518.639999999996	10090.07	18280.910000000003	7960.519999999998	10358.05	7882.709999999999	17126.06	11441.66	14907.31	13468.97	10938.76	17405.710000000006
K03300	TC.CITMHS; citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family	1025.17	971.01	1481.66	900.16	1682.0	1094.0	2582.0	366.49	304.8300000000001	632.17	147.32999999999996	895.34	961.34	1989.84	1087.5	788.5000000000001	660.4999999999999	1401.34	1719.0	163.66	1732.66	165.50000000000003	639.3299999999998	636.0	1446.33	481.17	940.66	848.17	1887.84	1336.5	604.8299999999998	4168.34	1455.67	914.49	2390.66	2711.67	1481.33	976.33	435.16	2876.5	1300.49	1824.5	1991.33	370.67	1545.34
K03301	TC.AAA; ATP:ADP antiporter, AAA family	1.0	3.0	0.0	6.0	2.0	2.0	0.0	1.0	0.0	4.0	3.0	4.0	1.0	2.0	7.0	2.0	4.0	3.0	1.0	3.0	6.0	8.0	2.0	4.0	1.0	0.0	3.0	0.0	1.0	3.0	2.0	0.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	4.0	8.0	6.0	5.0	2.0
K03303	lctP; lactate permease	4664.98	3661.77	3492.01	4645.539999999999	3639.06	3807.36	3683.74	5183.469999999998	2900.33	3980.82	5427.839999999998	3324.6799999999994	4160.76	4859.95	4316.18	4348.669999999999	3428.88	3291.580000000001	4875.98	23791.05000000001	3176.9600000000014	14870.84	4039.55	4862.17	4622.940000000001	4824.259999999998	3794.49	3852.98	4492.9	2939.080000000001	4522.4	7147.43	2323.2899999999995	1846.5799999999995	2823.05	1295.2899999999995	2882.91	8102.4299999999985	2787.47	5185.58	5033.77	10020.74	11489.8	10336.52	7233.07
K03304	tehA; tellurite resistance protein	78.67	63.22	101.58	70.66	130.32999999999998	138.29000000000002	178.36999999999995	47.0	37.33	47.15	24.75	49.0	85.34	51.66	70.83	78.33	6.09	145.45999999999995	268.79999999999995	3750.43	348.79	5838.96	107.99	79.0	72.33	67.0	60.19	106.33	47.0	71.91	95.08	1989.66	57.81	102.67	141.33	185.17	474.47	73.08	78.66	98.5	35.47	3615.17	2944.25	1917.0	1885.25
K03305	TC.POT; proton-dependent oligopeptide transporter, POT family	3029.54	6672.41	5831.9	12553.53	1847.62	8440.71	3377.67	5404.97	8525.039999999999	6790.74	4772.26	9597.94	4003.02	1843.03	4287.02	8636.779999999999	6740.709999999999	11647.3	5914.879999999999	79977.81	7046.13	79143.51	3848.7300000000014	4420.04	5224.6399999999985	4190.53	12611.94	12123.3	2784.31	2400.48	9092.7	3765.36	8842.59	9632.3	7683.3899999999985	6793.37	10701.86	10380.84	9210.85	5096.89	6978.15	4502.940000000001	6897.9	10894.75	6187.43
K03306	TC.PIT; inorganic phosphate transporter, PiT family	6792.33	8475.19	8474.7	7186.08	8803.49	6291.950000000002	7296.0	6293.32	7650.92	9415.25	7196.36	7429.21	7843.17	10007.62	8788.7	6483.95	7650.38	10776.67	7288.91	14516.51	10282.35	13707.78	7466.25	8219.83	10170.66	7598.46	7927.95	7940.49	6023.67	10438.55	8606.08	14556.16	16180.9	8485.03	12088.91	11499.22	9467.1	10149.45	10511.84	8830.75	10231.19	16040.34	15019.12	18756.69	13430.990000000002
K03307	TC.SSS; solute:Na+ symporter, SSS family	31926.16	34269.08	49259.37	44729.99	50833.38000000001	43691.75999999999	54384.41999999999	39934.74000000001	24124.52	34597.64	36368.17	29815.1	36715.68	52297.20000000001	37751.24000000001	31467.66000000001	33542.99	41565.10000000001	50762.3	111883.97000000002	48093.06999999999	87390.23	43471.970000000016	40044.08	41753.76	32041.180000000004	30657.150000000005	37483.3	45584.919999999984	47356.02999999998	32847.83	57908.76	43120.92000000001	33881.16	51291.73	37639.890000000014	39719.000000000015	32015.390000000007	28710.290000000008	47615.85999999999	38383.92999999999	50144.75000000001	46370.14	34611.17000000002	48777.88000000001
K03308	TC.NSS; neurotransmitter:Na+ symporter, NSS family	74692.75	94467.41000000002	110634.74	86013.40000000001	117693.71000000006	98097.57	116463.76	91211.59	53930.96000000001	79887.26000000001	79450.31000000001	73123.02000000003	107581.66	117824.47000000002	102578.51000000002	70564.34000000003	82050.92000000001	80143.57000000004	119672.49	42456.98	101404.81999999996	40922.06	99716.03	89639.20999999998	97795.29	89294.92000000001	63340.80000000001	79564.53	98084.61	112493.86999999997	69062.02000000003	111654.09999999998	78700.68000000002	82812.97000000003	99022.46000000002	90530.13000000003	80710.52	71033.01	65467.38000000001	107943.43	85429.92000000001	92145.13	83710.49999999999	61457.40000000004	96261.92
K03309	TC.DAACS; dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family	1047.34	876.99	1673.34	1338.66	1470.16	969.34	1089.33	1331.66	346.5	1154.67	1737.99	633.67	1298.34	1639.66	1825.0	731.66	621.66	2755.17	2177.49	880.34	2609.34	965.0	1093.66	1220.0	975.34	1367.0	663.83	1519.0	1049.66	770.34	597.67	4106.66	640.5	703.0	1008.0	684.3399999999998	1450.16	846.66	766.0	623.0	475.34	7448.0	6197.51	4326.33	4002.0
K03310	TC.AGCS; alanine or glycine:cation symporter, AGCS family	82120.52	101493.30000000002	114219.46	88447.76000000002	122117.40000000002	103654.26	118049.1	96730.85	49792.46000000001	78747.66	83138.05	74160.6	115313.66999999998	119968.45	111646.23	77047.15000000002	81149.45	80794.6	124375.69000000002	62853.97000000002	103403.27999999998	54354.50000000001	101991.80000000002	90338.54	100161.67	96967.91	66886.54000000001	80985.65999999999	102231.13999999998	114666.15999999995	70634.95000000001	119298.59	78305.18000000001	88441.11000000002	101406.05000000002	92559.02	81272.64000000001	76645.58000000003	67493.73	116672.86000000002	91172.69	97491.57	85188.68	62853.21000000002	100007.98
K03311	TC.LIVCS; branched-chain amino acid:cation transporter, LIVCS family	8402.59	16286.32	12484.98	9949.16	12549.32	11173.04	11131.21	10361.58	6265.66	7556.82	7816.59	10302.25	17824.839999999997	12109.51	15228.73	9435.32	10550.76	13195.96	16236.96	19058.18	15262.77	10892.62	8717.49	9858.75	13109.91	13784.99	8295.939999999999	10552.74	8322.26	11632.25	13680.08	17261.43	17990.14	14151.97	15833.66	16592.18	11954.06	21080.24	10796.48	17811.41	16545.96	18967.5	17782.66	29517.24	18654.02
K03312	gltS; glutamate:Na+ symporter, ESS family	5237.66	6783.31	6428.16	4132.83	7193.5	4024.79	4543.29	2634.5	1394.33	1624.9	1081.0	4460.17	3858.84	6403.33	4842.16	3800.17	5363.26	4749.71	7540.97	14513.26	6715.62	14670.71	3016.49	2750.67	3756.66	4200.17	6544.03	6925.17	10094.84	3938.74	3556.0	22502.66	8257.650000000001	5353.0	13433.16	15249.83	9370.47	6003.0	2517.66	17009.34	7496.47	9311.51	10138.99	2213.16	4978.17
K03313	nhaA; Na+:H+ antiporter, NhaA family	2110.46	5349.55	3574.83	6850.62	1147.7	4772.16	2227.71	3482.29	5159.88	5254.0999999999985	3228.0	5984.7	3344.26	1548.46	2929.53	3658.12	6162.01	6626.01	3455.01	36651.92	3408.96	36708.0	3331.66	3738.96	4425.66	3921.95	8678.86	7501.42	1885.8	2114.2	5339.87	2747.87	6498.3600000000015	6748.62	5560.07	6089.95	8779.970000000001	5655.25	6148.78	3372.9700000000007	5017.47	3483.51	4673.24	5887.83	4051.13
K03314	nhaB; Na+:H+ antiporter, NhaB family	2.0	4.1400000000000015	4.66	2.33	0.0	14.62	6.29	14.67	8.33	6.9	0.67	2.33	4.67	5.33	9.83	3.0	9.76	79.03999999999998	128.47	3750.76	269.12	5806.71	3.66	2.0	5.66	6.0	16.86	10.33	5.67	3.24	1.33	2.33	6.81	7.67	0.33	0.0	0.14	1.0	1.66	5.5	0.8	7.17	0.33	1.0	1.0
K03315	nhaC; Na+:H+ antiporter, NhaC family	8659.38	10863.52	12145.04	10149.62	11943.28	9280.18	11917.25	6571.45	4628.97	8232.779999999999	6090.87	8309.49	9552.34	13364.34	10073.07	6768.07	7254.97	15160.73	12493.53	47176.27	15063.240000000002	41475.57	6774.16	8528.21	11867.83	7310.49	8666.27	11632.24	10087.29	10688.1	7238.2	18196.87	10664.38	7549.65	13266.82	11962.29	11299.21	11326.08	5482.2	13354.47	10414.36	12760.59	13005.7	10730.62	10486.7
