function	description	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
K07308	dmsC; anaerobic dimethyl sulfoxide reductase subunit C (DMSO reductase anchor subunit)	131.42000000000002	191.21	239.75	111.74	219.45	171.48999999999995	151.19	241.28	83.59	98.42000000000002	121.48	233.42	149.43	321.01	312.11999999999995	658.3000000000002	148.61	172.38000000000005	277.29	241.65	162.35000000000005	168.99000000000004	255.15	274.55	133.14	246.41	142.33	342.58	300.37	90.4	105.17	151.64	90.78	170.77999999999997	117.88000000000002	256.80000000000007	478.3	862.1999999999998	661.71	212.87999999999997	191.03	518.28	472.76999999999987	261.58	186.11	213.83	523.76
K07309	ynfE; Tat-targeted selenate reductase subunit YnfE [EC:1.97.1.9]	71.83999999999997	109.21999999999998	135.28	81.75999999999998	107.56	120.34	71.24000000000002	139.73000000000002	50.37000000000001	57.1	80.0	126.28	83.65	142.83	157.51999999999995	335.2399999999999	112.31	125.96	180.8	197.62	116.66	129.66000000000003	123.31	164.22	77.18	121.05	100.09	175.92999999999995	152.05	56.76000000000001	58.47	102.28000000000002	63.16	93.51	78.23999999999998	143.28000000000003	218.32	357.92999999999995	243.98	110.85	86.64	199.48	188.61	115.12	76.82	102.25	206.41
K07310	ynfF; Tat-targeted selenate reductase subunit YnfF [EC:1.97.1.9]	42.33	58.0	66.17	43.83	54.17	63.0	24.83	74.5	14.83	18.0	23.0	45.17	30.0	59.0	43.33	145.5	23.17	23.33	43.66	40.0	26.67	26.5	39.17	71.16	26.16	39.67	27.67	57.0	54.67	17.83	16.17	42.33	16.5	31.83	22.17	33.33	82.0	153.0	113.33	63.83	34.83	94.67	87.83	44.16	35.17	43.5	84.33
K07311	ynfG; Tat-targeted selenate reductase subunit YnfG	12.5	17.5	22.0	5.5	19.0	7.5	14.0	15.0	5.38	6.0	6.0	20.5	10.5	36.0	30.0	52.0	6.62	8.0	17.619999999999994	6.0	7.0	7.62	28.62	23.88	15.0	29.88	9.12	26.38	27.25	6.88	9.25	9.62	4.75	17.38	6.88	21.5	45.12000000000001	73.62	80.12	15.0	16.5	67.5	48.5	26.5	19.62	12.5	57.25
K07312	ynfH; Tat-targeted selenate reductase subunit YnfH	62.38	93.07	114.38	80.0	86.05999999999997	115.37	51.31	113.76	43.52	46.67	70.86	100.78	69.18	95.75000000000004	114.12	240.17	99.04	110.34	154.93000000000004	184.62000000000003	103.35	115.46	88.27	135.35	63.73	87.91000000000003	89.09	130.79	112.86	48.97000000000001	43.03999999999999	84.14000000000001	52.03	68.97	65.61999999999999	110.63	145.93000000000004	213.21	132.34	81.88000000000002	57.85	114.66	110.15	75.08	49.60999999999999	69.94	122.13
K07313	pphA; serine/threonine protein phosphatase 1 [EC:3.1.3.16]	391.01	356.04	672.84	382.34	479.55	672.3699999999999	420.28	867.59	343.27999999999986	314.67	542.0899999999998	641.0799999999998	588.2799999999999	594.3899999999999	391.42999999999984	786.95	571.08	280.68	325.4500000000001	454.75000000000006	431.88	413.0100000000001	382.94	692.1499999999999	433.47	468.68	506.09	423.15	397.16000000000014	445.74	378.51	312.62	327.36	216.42	372.75	454.33	538.16	979.8	672.84	469.75	289.49999999999994	693.4900000000001	475.12	255.33	243.22000000000003	466.99	485.72999999999985
K07315	rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	2995.82	2551.41	4675.2	1898.39	1966.12	1880.98	3565.44	2872.69	3075.2	2250.23	2685.49	5173.23	2212.24	1962.32	1923.69	1219.88	4431.09	1869.3	1497.2099999999994	1431.6	3323.53	1811.48	2118.74	3694.76	2805.89	4051.65	5732.49	6549.719999999998	2739.36	3355.56	2737.92	4534.8499999999985	3739.81	2764.6399999999994	2686.98	4196.83	3804.56	4162.0999999999985	1644.24	2816.9999999999995	5008.23	2060.78	2002.32	3743.839999999999	2632.82	3205.37	3889.96
K07316	mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	1208.8299999999995	1606.5499999999995	2702.7499999999995	1460.6399999999994	1519.19	1639.73	1856.87	2173.19	1395.9899999999998	1111.4799999999998	1919.33	2943.15	1966.8100000000006	4122.31	2670.5999999999995	3851.21	3420.05	1891.06	1740.3999999999994	2544.0599999999995	1285.06	1210.4399999999996	3278.2199999999993	2131.46	1252.19	1287.5300000000002	2159.7599999999993	1623.9699999999993	3389.95	1172.08	1593.1999999999996	1027.65	1362.34	1397.7899999999993	1546.9699999999998	468.08	519.2399999999999	3017.4699999999993	1239.1	925.64	1402.35	1244.1500000000005	1376.5700000000004	836.4500000000003	1314.65	1047.2999999999997	1287.09
K07317	K07317; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	56.73	74.33	33.989999999999995	52.87	43.34	185.86	23.340000000000003	19.0	54.8	54.47	31.0	35.33	38.53	56.73	21.0	9.67	148.34	92.0	20.66	192.33	17.33	48.86	24.73	9.0	43.4	54.6	27.66	42.54	39.66	39.53	28.67	10.66	42.0	59.87	27.0	44.86	37.0	92.34	94.0	43.67	48.0	58.53	54.33	44.67	35.66	54.86	58.66
K07318	K07318; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	1183.67	2742.49	9617.08	866.51	6996.33	1212.16	3196.17	3738.65	388.34	2450.09	1573.67	5155.82	5626.66	5889.33	7465.34	2810.0	7135.18	1681.8500000000006	5073.5	1159.5	11894.08	4964.5	2523.43	6438.1	5689.09	4635.66	8398.17	7477.34	2687.17	3358.99	2486.1800000000007	1085.16	4776.26	3649.01	4708.0	4157.75	3260.33	3065.01	1593.35	2963.26	2592.59	1434.34	2243.34	1861.1700000000005	2325.33	2356.0200000000004	2728.34
K07319	yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	36.33	40.0	40.67	37.33	27.67	51.0	5.33	50.0	22.33	9.0	14.0	23.67	17.0	14.0	3.33	59.0	24.67	14.33	23.66	30.0	17.67	17.0	4.67	42.66	24.66	7.67	16.67	13.0	16.67	9.33	5.67	30.33	18.0	13.33	12.67	4.33	15.0	11.0	2.33	36.33	15.33	11.67	10.33	5.66	7.67	12.0	0.33
K07320	prmB; ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]	118.88	161.61	246.36	125.1	92.25	175.33999999999997	94.28000000000002	167.25999999999996	87.91999999999999	79.92000000000002	171.26	157.42	93.05000000000004	109.05	141.15000000000003	279.75	159.64	202.38	231.78	270.76	145.7	183.09000000000003	138.42000000000002	231.1	143.88	126.11	208.39	173.95999999999995	125.96	76.72999999999998	77.33999999999997	128.89000000000004	98.78	101.89	159.55	334.48	416.83	168.21000000000004	1209.91	147.04999999999995	82.1	192.08	199.37	128.3	101.28000000000002	246.38	210.03
K07321	cooC; CO dehydrogenase maturation factor	462.8	992.25	551.2	632.5	985.05	1298.45	535.05	525.5	704.6	853.75	447.05	596.1	982.45	775.65	980.6	926.75	421.15	2449.65	668.9	721.55	698.65	929.4	1441.0	524.3	340.15	835.9	380.15	623.35	887.6	489.9	451.6	366.45	376.2	1144.85	382.45	722.6	868.6	614.05	1465.5	419.0	334.7	881.55	317.65	464.2	516.4	530.3	934.2
K07322	ytfE, scdA; regulator of cell morphogenesis and NO signaling	1448.8499999999995	3309.74	4296.019999999999	3356.42	2139.07	3143.13	3171.32	2016.4999999999993	3343.9100000000008	2305.09	3482.9500000000007	2583.11	5737.69	1960.95	1890.4700000000007	1479.8699999999994	2497.82	4454.68	2238.080000000001	5510.249999999999	2286.600000000001	3994.15	3787.1	3304.100000000001	2994.81	6247.739999999999	5087.5	2916.04	4819.03	1667.0400000000006	1731.4299999999994	1057.4299999999996	1460.47	2370.96	2133.9400000000005	2822.7	2465.57	2386.3299999999995	1158.0299999999995	2545.19	1237.3100000000004	1754.7499999999998	1998.8	1694.7899999999993	874.0500000000003	1786.11	2334.9400000000005
K07323	mlaC; phospholipid transport system substrate-binding protein	560.7099999999998	345.28000000000014	496.1899999999998	575.43	527.25	353.84	290.11	455.59	398.42	342.5900000000001	344.26	383.25	247.38	309.22	269.4799999999999	634.7500000000002	317.8100000000001	276.54	508.12000000000006	395.92	368.03	220.92000000000004	229.25	429.77	352.37999999999994	399.11	389.72	264.79	179.96000000000004	555.4	653.8399999999998	949.89	539.4499999999998	473.05	553.22	424.48	483.83	1007.54	2488.91	1691.2100000000007	707.6	2997.91	1130.5299999999995	193.63	148.11	325.87	263.2
K07326	fhaC; hemolysin activation/secretion protein	33.0	36.4	27.8	138.2	7.4	132.6	1.6	31.0	31.8	14.0	35.8	140.6	14.4	129.6	481.4	599.0	568.2	665.4	556.2	832.6	429.2	632.6	129.8	103.0	105.8	112.4	127.6	288.0	76.2	145.2	143.6	163.0	193.0	298.0	270.2	446.2	170.8	331.0	125.8	184.0	141.0	100.0	94.6	161.6	74.0	228.2	32.8
K07334	higB-1; toxin HigB-1	164.99	375.35	501.0	636.1099999999999	254.41000000000003	341.03	212.4	208.79	196.0	182.03000000000003	328.47	122.62	430.61	180.72	133.48000000000002	195.91	209.06	384.66	181.86	438.13	217.66	187.57	169.67000000000004	204.88	132.81	539.8199999999998	163.11999999999995	98.2	270.47	184.56	230.67	121.04	175.47000000000003	134.03	221.14	120.21	132.64	505.99	610.7	775.9300000000003	331.53	1206.38	380.8	131.37	46.53	112.36	218.88
K07335	bmpA, bmpB, tmpC; basic membrane protein A and related proteins	57379.28000000003	44784.7	64356.10000000001	43689.94000000002	82378.04999999999	46007.83000000001	68866.40000000001	68808.98000000001	46091.10000000001	55051.02	44132.41	61270.69000000001	64246.88	82339.13	80194.86000000003	63321.51000000001	62101.98000000001	41155.38	73369.64	37508.790000000015	98409.42	71901.74	56281.59000000001	68032.91999999997	64621.09000000001	57495.94000000001	53937.12000000001	33370.49000000001	50368.12000000001	66231.58000000003	61868.46000000001	57551.09000000001	73420.69000000003	64407.37	53721.21	51349.91	48120.85000000001	50293.01	44616.10999999999	48646.9	70506.06999999998	47675.28999999999	31265.22	49183.51000000001	70033.07	62053.58999999999	47427.36000000002
K07336	K07336; PKHD-type hydroxylase [EC:1.14.11.-]	125.34	154.13	285.82999999999987	163.36	103.7	186.98	57.39999999999999	135.17	64.1	71.66999999999999	138.14	85.78	65.80000000000001	78.08	89.32	201.37	111.07	137.67000000000002	184.00000000000003	199.56	85.06	132.19	71.65	134.79	92.47	90.61	184.65	104.17	67.95	56.91	52.53999999999999	94.1	77.77999999999999	96.33	158.29000000000005	124.64	100.96	100.58	58.54	105.76	49.78	74.07000000000002	112.25	67.05	32.78	68.49	61.9
K07337	K07337; penicillin-binding protein activator	74.38	96.07	118.88	92.5	84.55999999999997	201.37	79.81000000000002	105.26	65.02	74.67000000000002	86.85999999999999	114.28	103.18	64.75	86.11999999999998	172.92	113.54	166.34	161.18000000000004	206.62000000000003	129.35	143.96	98.77	126.85	72.23	94.91	114.09	101.79	117.86	59.47000000000001	70.53999999999998	92.89	74.52999999999999	97.22	75.61999999999998	97.63	98.43	75.71000000000002	24.84	62.13	35.35	36.91	33.4	46.83	30.110000000000007	49.44	45.13
K07338	K07338; uncharacterized protein	16.5	9.2	39.4	39.6	26.2	20.3	11.8	13.0	12.9	0.0	10.4	12.8	31.2	13.3	10.7	10.0	9.1	6.2	10.6	34.8	18.6	12.3	14.9	2.0	11.9	3.2	8.8	14.0	15.6	8.6	3.3	6.0	11.0	1.0	1.6	13.6	19.4	9.5	12.4	4.5	5.5	0.0	2.8	10.8	10.0	12.1	8.9
K07339	hicA; mRNA interferase HicA [EC:3.1.-.-]	22.0	82.0	38.0	53.0	23.0	46.0	23.0	13.0	30.0	37.0	27.0	60.0	29.0	50.0	135.0	157.0	156.0	206.0	143.0	245.0	119.0	166.0	55.0	54.0	50.0	95.0	45.0	82.0	38.0	51.0	58.0	48.0	70.0	109.0	75.0	324.0	352.0	134.0	1181.0	71.0	67.0	157.0	124.0	99.0	97.0	231.0	128.0
K07340	ybbJ; inner membrane protein	110.38	153.61	194.36	166.76999999999995	141.25	232.83999999999997	91.28	175.25999999999996	65.42	84.92	109.26	128.42000000000002	110.05000000000004	133.54999999999998	141.65000000000003	283.75	149.14	187.38	184.78	257.76	144.7	187.59000000000003	129.92000000000002	202.1	93.38	121.11	136.39	146.29	133.96	92.73	71.84	130.89000000000004	80.78	95.89	89.54999999999998	153.81000000000003	155.83000000000004	156.71000000000004	90.91	126.55	53.6	84.08000000000001	66.36999999999999	80.3	52.28	93.88	107.53000000000002
K07341	doc; death on curing protein	231.0300000000001	392.46	204.45	195.94000000000003	229.3400000000001	342.38000000000005	277.02000000000004	349.03999999999985	243.67	364.65	331.80999999999995	233.3400000000001	248.07	277.37999999999994	150.35000000000005	199.07000000000005	92.95999999999998	145.67000000000004	131.95999999999998	192.92000000000007	120.23	223.38000000000005	239.90000000000003	206.82	255.7	142.56999999999996	165.5100000000001	133.46000000000004	226.5900000000001	389.76	179.5600000000001	203.50000000000003	178.20000000000005	143.67000000000004	467.84	118.73	138.16000000000003	1326.2800000000002	389.22	244.25999999999996	183.28000000000003	420.80000000000007	451.83	192.39	247.31	230.93999999999997	297.66000000000014
K07343	tfoX; DNA transformation protein and related proteins	1456.8699999999994	2480.9	6531.41	1112.8300000000004	7295.709999999999	1385.7	3472.7999999999993	3987.43	594.1900000000003	2723.6599999999994	1727.6699999999996	3688.43	5109.700000000002	6020.09	6647.27	3069.91	5027.86	1821.84	5309.1799999999985	1275.94	10074.02	5396.289999999999	2741.6999999999994	5476.48	4611.630000000001	3142.57	4829.11	1956.8	2800.08	3627.9	2651.21	1277.9499999999996	4339.24	3789.24	3996.3	1870.23	972.75	2302.019999999999	1870.94	3328.97	3100.6800000000007	1658.0699999999995	2121.3899999999994	1567.16	2964.11	2826.9399999999987	1549.3300000000004
K07344	trbL; type IV secretion system protein TrbL	61.33	70.07000000000001	132.8	73.53	60.73	114.6	61.6	94.33	56.8	63.67	87.8	93.27	46.4	56.6	63.73	193.33	38.87000000000001	47.73	69.87	41.93	26.53	40.93	56.13	101.67	27.8	70.4	91.93	20.0	18.2	43.53	49.93	76.0	49.67	47.33	103.2	16.53	20.8	849.3299999999998	1328.47	1595.33	636.0	2815.0	903.93	24.6	36.0	45.53	73.47
K07345	fimA; major type 1 subunit fimbrin (pilin)	121.43000000000002	207.06000000000003	254.45	197.71	185.06000000000003	303.1	151.32999999999996	231.89	175.06999999999996	194.7	256.21000000000004	321.16	229.59	218.1	404.62000000000006	517.58	431.01999999999987	497.98999999999984	589.0300000000002	783.4100000000002	455.2	519.73	235.4	287.86	188.29	250.43	305.04	384.99	304.0499999999999	158.86	169.73999999999995	229.27	224.67	248.02	243.28000000000003	430.93	360.73	336.13	114.79	108.39	136.79	133.87	120.84	200.72	98.73	167.59999999999997	200.02
K07346	fimC; fimbrial chaperone protein	94.43	151.49	189.83999999999997	174.31999999999996	113.61	183.49999999999997	87.14000000000001	159.01	94.64	101.42000000000002	155.95999999999995	232.94	120.23000000000002	110.46	172.72000000000003	292.1500000000001	223.55	260.86	323.0	445.98	196.94000000000003	221.59000000000003	203.51	294.02	168.16999999999996	211.11	254.81000000000003	333.67	224.7	113.87	124.77	183.34000000000003	130.73	171.68999999999997	177.61	294.06000000000006	228.37	211.11	79.95	105.48	92.79	105.71	91.53	165.11	56.42	83.61999999999998	124.59
K07347	fimD, fimC, mrkC, htrE, cssD; outer membrane usher protein	320.06999999999994	514.58	617.4300000000002	533.9300000000002	416.11000000000007	701.2600000000001	261.45	596.64	294.5	332.01	479.11000000000007	623.86	422.19	392.55	615.3899999999999	1082.3	718.1	822.5999999999998	1032.23	1383.94	718.03	813.0700000000003	494.73	807.18	417.56	516.1899999999998	659.83	785.5299999999999	622.6	331.7100000000001	316.63	558.7	392.11	462.35	485.9	753.4	671.4200000000002	614.4900000000001	212.01	360.73	257.05	278.51	257.07	351.69	177.34	299.86	340.82
K07348	fimF; minor fimbrial subunit	28.16	40.47	58.01	41.1	39.34	64.42	26.81	39.92999999999999	30.82	28.67	49.86000000000001	57.61	40.45	38.08	71.99999999999999	96.47	80.44000000000003	89.38	116.43	152.53	85.66000000000003	95.21	49.35	65.19	40.88	49.09	64.09	77.78999999999998	62.31	32.739999999999995	32.2	47.81	41.73	43.64	49.37000000000001	86.38	69.26000000000002	69.12	19.84	19.27	24.95	19.49	24.4	35.3	17.239999999999995	29.9	37.8
K07349	fimG; minor fimbrial subunit	50.89	84.11	91.39	69.25	70.48	121.79	34.36	57.78	42.54999999999999	40.54	60.47000000000001	73.49000000000002	51.55	54.13	111.57	140.61	108.34	123.38	155.11	205.14	108.08	138.11	87.98	113.91	68.86	84.83000000000001	99.66	119.33	101.42	55.3	65.97999999999999	100.8	94.97	102.94	96.22	155.72000000000003	145.3	145.69	27.38	26.86	37.3	28.11	30.42	43.83	21.24	46.61	52.43000000000001
K07350	fimH; minor fimbrial subunit	37.82	56.47	70.67999999999998	50.43	51.34	83.42	26.81	40.92999999999999	31.149999999999995	28.67	50.19000000000001	57.94	41.79	39.08	76.65999999999998	101.14	82.44000000000003	95.05	121.09	157.86	88.66	101.21	50.35	66.53	41.54	49.42	65.09	79.78999999999998	63.65	34.41	39.86	61.13999999999999	55.06	58.97	60.04	101.38	88.26	86.45	19.84	19.94	24.95	19.49	25.06	35.62999999999999	18.239999999999995	31.56	37.8
K07351	fimI; fimbrial protein	36.31999999999999	49.47	65.79999999999998	45.88	44.34	74.11	27.14	47.83	33.06999999999999	28.67	50.19000000000001	57.94	41.12000000000001	40.06999999999999	77.53999999999998	112.89	88.73	94.38	121.47	157.48000000000005	88.97	102.59	50.74	70.8	44.54	49.42	65.76	79.78999999999998	62.98	33.46	39.65	66.68	56.64999999999999	57.97	59.37000000000001	100.17	87.43	83.71000000000002	20.17	23.81	26.42	19.630000000000006	24.98	35.96	17.239999999999995	30.56	37.8
K07353	sfmC; fimbrial chaperone protein	25.0	38.0	40.67	37.0	27.67	50.0	5.0	50.0	6.33	9.0	14.0	19.67	17.0	13.67	3.0	57.0	10.0	12.33	19.33	29.67	17.67	15.33	4.67	42.33	9.33	7.67	16.0	10.0	16.67	9.0	5.67	30.33	8.33	13.33	12.67	4.33	15.0	10.67	2.0	36.33	6.0	11.67	10.33	5.33	7.67	11.67	0.33
K07355	sfmF; fimbrial-like protein	3.33	0.0	0.0	0.33	0.0	1.0	0.33	0.0	2.0	0.0	0.0	0.0	0.0	0.33	0.33	0.0	4.67	0.0	0.33	0.33	0.0	1.67	0.0	0.33	3.33	0.0	0.67	1.0	0.0	0.33	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.33	0.33	0.0	1.33	0.0	0.0	0.33	0.0	0.33	0.0
K07357	fimB; type 1 fimbriae regulatory protein FimB	31.14	52.9	43.41	30.76	42.88	73.8	0.67	12.95	4.29	5.42	4.76	4.49	10.78	11.990000000000002	40.45	54.07	27.27	37.8	40.05	52.07	36.4	52.68	4.68	9.17	3.63	6.25	7.25	10.14	12.38	10.86	24.49	49.29	51.07	56.03	39.42	55.74	68.35000000000001	68.06	1.14	7.19	3.8	3.830000000000001	3.5200000000000005	4.5200000000000005	6.95	15.24	1.5300000000000002
K07358	fimE; type 1 fimbriae regulatory protein FimE	7.42	15.98	16.37	9.72	20.58	34.66	1.65	11.67	4.4700000000000015	8.1	6.43	7.8900000000000015	16.37	14.2	35.23	53.11	30.97	38.46	38.53	58.55	53.67	56.66	1.5100000000000002	6.3599999999999985	1.76	7.77	6.93	9.14	18.07	9.77	2.67	10.62	9.81	9.29	4.1	17.2	16.740000000000002	18.53	1.28	6.24	4.6	5.0600000000000005	3.16	7.6800000000000015	10.07	15.28	1.95
K07374	TUBA; tubulin alpha	7.0	6.0	9.0	4.0	16.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	1.0	0.0	0.0	1.0	3.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	3.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	1.0
K07386	pepO; putative endopeptidase [EC:3.4.24.-]	4114.629999999999	7097.44	9912.57	3976.57	9454.86	4206.82	6707.85	6923.73	5700.72	6240.21	5504.99	6049.06	9967.64	8882.97	8453.37	4626.67	6974.13	5195.46	6755.6500000000015	5472.6100000000015	12904.289999999995	8035.98	5804.380000000001	8314.73	8119.240000000002	8258.460000000001	9310.74	4383.21	7058.51	6326.3899999999985	5094.48	3833.57	7564.620000000001	7343.149999999999	7012.1	3804.59	2333.68	4903.83	3671.12	5883.96	4948.93	3452.22	3832.32	2932.55	3810.31	4383.42	3252.74
K07387	K07387; putative metalloprotease [EC:3.4.24.-]	420.6	909.89	1193.8400000000004	1149.0600000000004	703.8	900.0300000000002	438.88	429.89	471.18	427.58	732.2299999999998	430.95	1050.84	295.5499999999999	277.77	342.68	416.9300000000002	911.9	446.08	934.3	522.55	444.66000000000014	404.71	523.9300000000002	313.4000000000001	1195.6700000000005	423.68000000000006	271.32	543.1	372.51999999999987	479.2600000000001	314.1400000000001	426.19	585.5799999999998	543.45	233.05	246.18	324.37	78.15	211.66	257.7299999999999	154.66	121.83	223.01	67.61	167.06999999999996	331.44999999999993
K07389	cyaC, hlyC, rtxC; cytolysin-activating lysine-acyltransferase [EC:2.3.1.-]	0.0	1.0	4.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	5.0	2.0	5.0	3.0	3.0	2.0	1.0	2.0	5.0	4.0	0.0	6.0	5.0	1.0	1.0	2.0	2.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0
K07390	grxD, GLRX5; monothiol glutaredoxin	153.88	207.11	352.86	216.1	153.75000000000003	272.34	113.28000000000002	188.76	97.92	107.92000000000002	208.76	169.92	122.05000000000004	142.54999999999995	170.15	305.75	182.64	227.88	283.78	322.2600000000001	154.7	199.59000000000003	162.92000000000004	221.1	142.88	152.61	263.39000000000004	204.46	138.96	97.23	91.84000000000002	142.89000000000004	106.78	129.39	203.55	202.48	166.33	168.71000000000004	117.91	139.54999999999995	78.6	113.08	151.37	120.8	54.78	101.38	140.03
K07391	comM; magnesium chelatase family protein	39133.75000000002	27936.69	26737.24000000001	34689.46000000001	32367.260000000013	28638.54	35083.829999999994	34432.51000000002	32459.01000000001	34421.209999999985	23283.410000000003	33001.790000000015	27104.06999999999	34339.01000000002	32336.03000000001	30817.72	29655.770000000004	22320.919999999995	33509.53	26501.92000000001	33174.85000000001	28326.840000000004	28026.51000000001	30895.24	35165.960000000014	30831.32000000001	27932.59000000001	25046.530000000013	29100.44	37099.10000000001	37212.56000000001	38182.470000000016	37647.30000000002	33633.950000000004	28930.35000000001	32406.69	31484.800000000014	31687.360000000004	27698.31999999999	23811.349999999984	39970.29	29330.439999999995	18036.100000000006	33612.78000000001	42644.11000000002	37533.289999999986	31067.89000000001
K07393	ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]	138.88	158.59000000000003	243.44	199.78	186.6	291.99	132.61	176.39999999999995	94.94	84.35	148.60000000000005	187.38	179.7	184.21	150.16	264.1	200.16000000000003	173.06	269.12000000000006	297.42	177.11	269.26	133.69	197.21	133.97	303.76999999999987	172.89	193.79	324.8	115.06999999999998	91.2	142.55	115.05	96.24	116.56	189.07	207.99	498.88999999999993	176.6	134.15	155.03	98.59	288.88000000000005	127.97	131.43	173.56	201.04999999999995
K07394	K07394; SM-20-related protein	5.0	15.7	11.82	4.1	12.03	16.8	1.47	3.0	1.4	16.25	6.4	3.14	15.87	11.63	7.7	20.83	13.1	33.37	19.93	12.97	19.85	20.3	20.15	23.25	17.15	23.2	33.3	24.17	29.1	14.26	3.13	4.0	0.25	11.67	9.93	9.68	16.4	13.0	8.07	5.42	4.25	18.17	8.97	8.469999999999999	10.17	11.44	5.4
K07395	K07395; putative proteasome-type protease	88.00999999999998	136.63	214.66	119.03	89.53	165.98	50.07	35.67	47.77	69.66999999999999	107.64	68.61	51.8	70.58	87.98999999999998	99.37	80.4	135.83999999999997	135.33999999999997	134.06	66.39	101.68999999999998	75.47999999999998	46.13	72.81	83.44000000000003	133.98	90.67	52.28	47.08	40.37	38.77	54.78	81.50000000000001	107.62	85.31	54.46	88.08	61.21	28.930000000000003	31.95	66.4	73.92	42.89	24.61	56.49000000000001	52.57
K07396	K07396; putative protein-disulfide isomerase	3.33	16.07	26.8	24.53	16.73	11.6	6.6	12.33	2.8	9.67	15.8	23.27	24.4	7.6	6.73	13.33	7.87	21.73	16.87	26.93	20.53	9.93	8.129999999999999	15.67	8.8	8.4	28.93	38.0	20.2	6.53	6.93	8.0	4.67	10.33	15.2	22.53	28.8	325.33	514.47	666.33	250.0	1123.0	323.93	16.6	24.0	12.53	22.47
K07397	yhfA; putative redox protein	442.88	455.81000000000006	647.6000000000001	725.3699999999999	332.11	650.14	753.9200000000002	432.26	514.3199999999998	378.42	459.16	377.9	675.5899999999998	311.01	368.84999999999985	607.9100000000002	439.74000000000007	1060.4199999999996	580.54	629.4000000000002	492.8	685.3900000000002	507.82	604.6	396.78	690.31	625.19	498.63	589.5600000000002	289.65	348.8	404.89	415.28	376.73	421.31000000000006	856.5699999999998	494.23	415.71	340.65	633.8899999999999	287.1	291.92	345.01	352.44000000000005	192.12	357.16	488.93
K07399	resB, ccs1; cytochrome c biogenesis protein	56.5	52.0	124.5	37.5	21.0	37.5	25.5	24.0	42.5	14.0	100.0	70.5	25.0	66.5	44.0	39.5	49.0	35.5	58.5	35.0	123.5	16.5	39.5	45.0	48.5	27.0	99.0	82.0	12.5	13.0	24.5	25.5	121.5	23.5	117.0	39.0	23.0	27.5	44.0	66.0	46.5	34.0	62.5	17.0	35.0	46.5	39.0
K07400	nfuA; Fe/S biogenesis protein NfuA	65.21	99.11	102.36000000000004	86.1	90.25	122.34	34.279999999999994	93.93	41.74999999999999	52.92	69.25999999999999	89.42	84.72000000000003	58.04999999999999	87.97999999999998	173.75	115.14	137.55	154.11	201.09	129.02999999999997	128.42000000000002	72.92	129.77	69.71	82.61000000000001	106.39	115.96	115.63	53.40000000000001	40.16999999999999	80.89000000000001	60.10999999999999	70.39	69.22	101.31	111.16	82.54	27.91	61.22000000000001	39.6	53.58	41.69999999999999	62.3	38.28	50.71000000000001	42.53
K07401	K07401; selenoprotein W-related protein	24.51	45.13	66.24	43.53	58.7	71.05	23.4	31.24	18.52	21.42	48.14	45.77	55.63	36.790000000000006	69.99	90.54	62.9	86.16999999999999	108.51	132.39	88.78	91.23	25.62	23.99	10.06	18.44	43.48	41.5	41.28	23.809999999999995	27.04	38.81	33.78	40.33	42.79	62.73	77.46000000000002	58.22	22.04	18.05	15.840000000000002	23.37	25.5	28.72	24.44	31.65	31.07
K07402	xdhC; xanthine dehydrogenase accessory factor	24265.000000000004	20653.470000000005	32005.68	22623.05	37764.09	27037.47	32854.789999999986	34857.450000000004	17025.86	20762.77	21634.32	30975.18	25878.879999999994	40180.51	40245.52	29314.85	29078.61	17172.82	30520.0	19391.53	47116.55	29393.94	24549.58	32506.109999999993	27790.99	27732.85	24243.21	17726.52	21495.38	29198.000000000004	28247.41000000001	23473.480000000003	33458.58	28756.870000000006	24819.93	13214.6	8014.41	20002.0	21259.539999999994	22314.739999999994	31797.81	28641.259999999995	14553.08	16390.43	29411.86	22198.91	14514.71
